"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","reference_no","is_extant","n_occs"
"38792","38792","txn","","","Yaverlandia","","38792","genus","Yaverlandia","38513","12616","extinct","1"
"56581","56581","txn","","","Yaverlandia bitholus","","56581","species","Yaverlandia bitholus","38792","12616","extinct","1"
"77100","77100","txn","I","","Iranosauripus","","77100","genus","Iranosauripus","38513","17063","extinct","1"
"77101","77101","txn","I","","Iranosauripus zerabensis","","77101","species","Iranosauripus zerabensis","77100","17063","extinct","1"
"68177","68177","txn","I","","Hispanosauropus","","68177","genus","Hispanosauropus","38513","5982","extinct","3"
"68178","68178","txn","I","","Hispanosauropus hauboldi","","68178","species","Hispanosauropus hauboldi","68177","5982","extinct","2"
"430203","430203","txn","","","Erythrovenator","","430203","genus","Erythrovenator","38513","74704","extinct","1"
"430204","430204","txn","","","Erythrovenator jacuiensis","","430204","species","Erythrovenator jacuiensis","430203","74704","extinct","1"
"174685","174685","txn","F","","Tubercuoolithus","","174685","genus","Tubercuoolithus","38513","34694","extinct","3"
"174686","174686","txn","F","","Tubercuoolithus tetonensis","","174686","species","Tubercuoolithus tetonensis","174685","34694","extinct","2"
"67374","67374","txn","IF","","Selenichnidae","","67374","family","Selenichnidae","38513","14321","extinct","0"
"156081","156081","txn","IF","","Plectropus","","156081","genus","Plectropus","38513","40557","extinct","2"
"225708","156083","txn","IF","","Plectropus longipes","","225708","species","Plectropus longipes","156081","69420","extinct","2"
"96252","96252","txn","I","","Saltopoides","nomen dubium","38513","unranked clade","Theropoda","38513","23532","extinct","1"
"96253","96253","txn","IF","","Saltopoides igalensis","nomen dubium, species not entered","38513","unranked clade","Theropoda","96252","23532","extinct","1"
"68217","68217","txn","IF","","Gypsichnites","","68217","genus","Gypsichnites","38513","18574","extinct","7"
"85218","85218","txn","IF","","Gypsichnites pacensis","","85218","species","Gypsichnites pacensis","68217","18574","extinct","4"
"421088","421088","txn","","","Zanclodontoidae","","421088","superfamily","Zanclodontoidae","38513","24920","extinct","0"
"67242","67242","txn","IF","","Yangtzepus","","67242","genus","Yangtzepus","38513","24220","extinct","3"
"67243","67243","txn","IF","","Yangtzepus yipingensis","","67243","species","Yangtzepus yipingensis","67242","24220","extinct","1"
"353500","353500","txn","IF","","Yangtzepus clarkei","","353500","species","Yangtzepus clarkei","67242","62321","extinct","2"
"67227","67227","txn","IF","","Eubrontidae","","67227","family","Eubrontidae","38513","15230","extinct","98"
"348672","348672","txn","IF","","Jinlijingpus","","348672","genus","Jinlijingpus","67227","61248","extinct","0"
"68292","68292","txn","I","","Megalosauripus","","68292","genus","Megalosauripus","67227","14908","extinct","65"
"357652","357652","txn","IF","","Megalosauripus transjuranicus","","357652","species","Megalosauripus transjuranicus","68292","62817","extinct","16"
"68294","68294","txn","I","","Bueckeburgichnus","subjective synonym of","68292","genus","Megalosauripus","67227","62983","extinct","65"
"68295","68295","txn","IF","","Bueckeburgichnus maximus","","68295","species","Bueckeburgichnus maximus","68292","62983","extinct","1"
"68359","68359","txn","I","","Turkmenosaurus","subjective synonym of","68292","genus","Megalosauripus","67227","38459","extinct","65"
"68298","68356","txn","I","","Megalosauripus uzbekistanicus","","68298","species","Megalosauripus uzbekistanicus","68292","14908","extinct","4"
"68360","68360","txn","I","","Turkmenosaurus kugitangensis","subjective synonym of","68298","species","Megalosauripus uzbekistanicus","68292","38459","extinct","4"
"68366","68366","txn","I","","Karkushosauropus karkushensis","subjective synonym of","68298","species","Megalosauripus uzbekistanicus","68292","14908","extinct","4"
"206646","206646","txn","I","","Megalosauropus","subjective synonym of","68292","genus","Megalosauripus","67227","38671","extinct","65"
"68357","68357","txn","I","","Chodjapilesaurus","subjective synonym of","68292","genus","Megalosauripus","67227","38459","extinct","65"
"68358","68358","txn","IF","","Chodjapilesaurus krimholzi","","68358","species","Chodjapilesaurus krimholzi","68292","38459","extinct","1"
"68365","68365","txn","I","","Karkushosauropus","subjective synonym of","68292","genus","Megalosauripus","67227","14908","extinct","65"
"378318","378318","txn","IF","","Jurabrontes","","378318","genus","Jurabrontes","67227","76597","extinct","13"
"68307","442207","txn","IF","","Jurabrontes teutonicus","","68307","species","Jurabrontes teutonicus","378318","38671","extinct","2"
"378319","378319","txn","IF","","Jurabrontes curtedulensis","","378319","species","Jurabrontes curtedulensis","378318","76597","extinct","2"
"509484","509484","txn","IF","","Jurabrontes melphicticus","","509484","species","Jurabrontes melphicticus","378318","92251","extinct","1"
"90644","90644","txn","I","","Chapus","","90644","genus","Chapus","67227","19401","extinct","1"
"90645","90645","txn","I","","Chapus lockleyi","","90645","species","Chapus lockleyi","90644","19401","extinct","1"
"142969","142969","txn","I","","Asianopodus","","142969","genus","Asianopodus","67227","29448","extinct","10"
"439799","439799","txn","IF","","Asianopodus niui","nomen dubium, species not entered","142969","genus","Asianopodus","142969","79970","extinct","1"
"142970","142970","txn","I","","Asianopodus pulvinicalx","","142970","species","Asianopodus pulvinicalx","142969","29448","extinct","2"
"348415","348415","txn","IF","","Asianopodus robustus","","348415","species","Asianopodus robustus","142969","61166","extinct","2"
"451703","451703","txn","IF","","Zizhoupus","","451703","genus","Zizhoupus","67227","79879","extinct","1"
"451704","451704","txn","IF","","Zizhoupus wangi","","451704","species","Zizhoupus wangi","451703","79879","extinct","1"
"65840","65840","txn","","","Anchisauripodidae","","65840","family","Anchisauripodidae","38513","15230","extinct","6"
"67244","67244","txn","IF","","Jeholosauripus","","67244","genus","Jeholosauripus","65840","52142","extinct","0"
"68019","68019","txn","","","Otouphepodidae","subjective synonym of","65840","family","Anchisauripodidae","38513","14628","extinct","6"
"67047","67047","txn","IF","","Stenonyx","","67047","genus","Stenonyx","65840","15230","extinct","3"
"67371","67371","txn","IF","","Leptonyx","replaced by","67047","genus","Stenonyx","65840","30860","extinct","3"
"68029","68029","txn","IF","","Fuscinapedis","","68029","genus","Fuscinapedis","38513","7663","extinct","1"
"68030","68030","txn","","","Fuscinapedis woodbinensis","","68030","species","Fuscinapedis woodbinensis","68029","7663","extinct","1"
"174576","174576","txn","F","","Triprismatoolithus","","174576","genus","Triprismatoolithus","38513","34694","extinct","2"
"174577","174577","txn","F","","Triprismatoolithus stephensi","","174577","species","Triprismatoolithus stephensi","174576","34694","extinct","2"
"90673","90673","txn","","","Saurocephalus monasterii","nomen dubium, species not entered","38513","unranked clade","Theropoda","38513","19406","extinct","1"
"72166","72166","txn","","","Megalosaurus cloacinus","nomen dubium, species not entered","38513","unranked clade","Theropoda","38513","24252","extinct","3"
"141032","141032","txn","IF","","Sarmientichnus","","141032","genus","Sarmientichnus","38513","33371","extinct","3"
"141033","141033","txn","IF","","Sarmientichnus scagliai","","141033","species","Sarmientichnus scagliai","141032","33371","extinct","2"
"249665","249665","txn","IF","","Casamiquelichnus navesorum","subjective synonym of","141033","species","Sarmientichnus scagliai","141032","43434","extinct","2"
"249664","249664","txn","IF","","Casamiquelichnus","subjective synonym of","141032","genus","Sarmientichnus","38513","43434","extinct","3"
"159285","159285","txn","IF","","Kalohipus","","159285","genus","Kalohipus","38513","59031","extinct","2"
"159286","159286","txn","IF","","Kalohipus bretunensis","","159286","species","Kalohipus bretunensis","159285","59031","extinct","2"
"38516","38516","txn","","","Halticosaurus","nomen dubium","38513","unranked clade","Theropoda","38513","10510","extinct","3"
"56377","56377","txn","","","Halticosaurus longotarsus","nomen dubium, species not entered","38513","unranked clade","Theropoda","38516","9636","extinct","2"
"68138","68138","txn","","","Kakuru kujani","nomen dubium, species not entered","38513","unranked clade","Theropoda","38513","14793","extinct","1"
"141555","141555","txn","IF","","Parachirotheriidae","","141555","family","Parachirotheriidae","38513","53163","extinct","0"
"67412","67412","txn","IF","","Gigandipodidae","","67412","family","Gigandipodidae","38513","15230","extinct","1"
"437494","437494","txn","","","Vitakrisauria","","437494","unranked clade","Vitakrisauria","38513","76840","extinct","0"
"68309","68309","txn","IF","","Eubrontes titanopelobatidus","nomen dubium, species not entered","38513","unranked clade","Theropoda","38513","15613","extinct","0"
"81121","81121","txn","","","Trisauropodiscidae","","81121","family","Trisauropodiscidae","38513","17415","extinct","0"
"66577","66577","txn","","","Megalosaurus hungaricus","nomen dubium, species not entered","38513","unranked clade","Theropoda","38513","76570","extinct","1"
"378316","378316","txn","IF","","Iberosauripus","","378316","genus","Iberosauripus","38513","73949","extinct","3"
"378317","378317","txn","IF","","Iberosauripus grandis","","378317","species","Iberosauripus grandis","378316","73949","extinct","1"
"57755","57755","txn","","","Wakinosaurus","nomen dubium","38513","unranked clade","Theropoda","38513","10742","extinct","1"
"57756","57756","txn","","","Wakinosaurus satoi","nomen dubium, species not entered","38513","unranked clade","Theropoda","57755","10742","extinct","1"
"455600","455600","txn","F","","Stillatuberoolithus","","455600","genus","Stillatuberoolithus","38513","81582","extinct","0"
"455601","455601","txn","F","","Stillatuberoolithus storrsi","","455601","species","Stillatuberoolithus storrsi","455600","81582","extinct","0"
"56397","56397","txn","","","Neotheropoda","","56397","unranked clade","Neotheropoda","38513","31965","extant","21212"
"108768","108768","txn","","","Dracovenator","","108768","genus","Dracovenator","56397","25373","extinct","2"
"108769","108769","txn","","","Dracovenator regenti","","108769","species","Dracovenator regenti","108768","25373","extinct","2"
"55542","55542","txn","","","Liliensternus","","55542","genus","Liliensternus","56397","5718","extinct","5"
"56380","56379","txn","","","Liliensternus liliensterni","","56380","species","Liliensternus liliensterni","55542","13767","extinct","1"
"332598","332598","txn","F","","Tachiraptor","","332598","genus","Tachiraptor","56397","57144","extinct","1"
"332599","332599","txn","","","Tachiraptor admirabilis","","332599","species","Tachiraptor admirabilis","332598","57144","extinct","1"
"38519","38519","txn","","","Velocipes","","38519","genus","Velocipes","56397","29483","extinct","1"
"56387","56387","txn","","","Velocipes guerichi","","56387","species","Velocipes guerichi","38519","29483","extinct","1"
"391299","391299","txn","","","Notatesseraeraptor","","391299","genus","Notatesseraeraptor","56397","69697","extinct","1"
"391300","391300","txn","","","Notatesseraeraptor frickensis","","391300","species","Notatesseraeraptor frickensis","391299","69697","extinct","1"
"54098","54098","txn","","","Zupaysaurus","","54098","genus","Zupaysaurus","56397","8988","extinct","1"
"54097","54097","txn","","","Zupaysaurus rougieri","","54097","species","Zupaysaurus rougieri","54098","8988","extinct","1"
"38522","38522","txn","","","Dilophosaurus","","38522","genus","Dilophosaurus","56397","13845","extinct","14"
"55479","57251","txn","","","Dilophosaurus wetherilli","","55479","species","Dilophosaurus wetherilli","38522","13844","extinct","10"
"92043","92043","txn","","","Averostra","","92043","unranked clade","Averostra","56397","19642","extant","21091"
"53374","53374","txn","","","Tetanurae","","53374","unranked clade","Tetanurae","92043","10102","extant","20696"
"53940","91971","txn","","","Coelurosauria","","53940","unranked clade","Coelurosauria","53374","16926","extant","19776"
"58837","58837","txn","","","Tyrannosauroidea","","58837","superfamily","Tyrannosauroidea","53940","13771","extinct","680"
"38577","38577","txn","","","Chingkankousaurus","nomen nudum","58837","superfamily","Tyrannosauroidea","58837","14891","extinct","1"
"65684","65684","txn","","","Chingkankousaurus fragilis","nomen nudum, species not entered","58837","superfamily","Tyrannosauroidea","38577","14891","extinct","1"
"68315","68315","txn","","","Eotyrannus","","68315","genus","Eotyrannus","58837","14982","extinct","1"
"68317","68317","txn","","","Eotyrannus lengi","","68317","species","Eotyrannus lengi","68315","14982","extinct","1"
"395956","395956","txn","","","Suskityrannus","","395956","genus","Suskityrannus","58837","70289","extinct","1"
"395957","395957","txn","","","Suskityrannus hazelae","","395957","species","Suskityrannus hazelae","395956","70289","extinct","1"
"38605","38605","txn","","","Dryptosaurus","","38605","genus","Dryptosaurus","58837","7812","extinct","13"
"53032","53030","txn","","","Dryptosaurus aquilunguis","","53032","species","Dryptosaurus aquilunguis","38605","15621","extinct","2"
"53031","53031","txn","","","Laelaps","subjective synonym of","38605","genus","Dryptosaurus","58837","15621","extinct","13"
"57099","57099","txn","","","Timimus","","57099","genus","Timimus","58837","10341","extinct","2"
"57100","57100","txn","","","Timimus hermani","","57100","species","Timimus hermani","57099","10341","extinct","1"
"264065","264065","txn","","","Juratyrant","","264065","genus","Juratyrant","58837","45985","extinct","1"
"138441","264066","txn","","","Juratyrant langhami","","138441","species","Juratyrant langhami","264065","28880","extinct","1"
"372448","372448","txn","","","Gualicho","","372448","genus","Gualicho","58837","66123","extinct","1"
"372449","372449","txn","","","Gualicho shinyae","","372449","species","Gualicho shinyae","372448","66123","extinct","1"
"53001","53001","txn","","","Coeluridae","","53001","family","Coeluridae","58837","7818","extinct","30"
"66526","66526","txn","","","Coelurosauridae","subjective synonym of","53001","family","Coeluridae","58837","24593","extinct","30"
"436226","436226","txn","","","Coeluridae","","436226","subfamily","Coeluridae","53001","76570","extinct","0"
"424531","424531","txn","","","Jinbeisaurus","","424531","genus","Jinbeisaurus","58837","73450","extinct","1"
"424532","424532","txn","","","Jinbeisaurus wangi","","424532","species","Jinbeisaurus wangi","424531","73450","extinct","1"
"38606","38606","txn","","","Tyrannosauridae","","38606","family","Tyrannosauridae","58837","17198","extinct","519"
"65352","65352","txn","","","Tyrannosaurinae","","65352","subfamily","Tyrannosaurinae","38606","13165","extinct","216"
"503935","503935","txn","","","Teratophoneini","","503935","unranked clade","Teratophoneini","65352","91035","extinct","10"
"435346","435346","txn","","","Dynamoterror","","435346","genus","Dynamoterror","503935","76219","extinct","1"
"435347","435347","txn","","","Dynamoterror dynastes","","435347","species","Dynamoterror dynastes","435346","76219","extinct","1"
"163807","163807","txn","","","Bistahieversor","","163807","genus","Bistahieversor","503935","32137","extinct","4"
"163808","163808","txn","","","Bistahieversor sealeyi","","163808","species","Bistahieversor sealeyi","163807","32137","extinct","4"
"38627","38627","txn","","","Labocania","","38627","genus","Labocania","503935","14601","extinct","2"
"67940","67940","txn","","","Labocania anomala","","67940","species","Labocania anomala","38627","14601","extinct","1"
"502302","502302","txn","","","Labocania aguillonae","","502302","species","Labocania aguillonae","38627","90509","extinct","1"
"176780","176780","txn","","","Teratophoneus","","176780","genus","Teratophoneus","503935","35113","extinct","3"
"176781","176781","txn","","","Teratophoneus curriei","","176781","species","Teratophoneus curriei","176780","35113","extinct","3"
"294659","294659","txn","","","Lythronax","","294659","genus","Lythronax","65352","51074","extinct","1"
"294660","294660","txn","","","Lythronax argestes","","294660","species","Lythronax argestes","294659","51074","extinct","1"
"289674","289674","txn","","","Tyrannosaurus zhuchengensis","nomen dubium, species not entered","65352","subfamily","Tyrannosaurinae","65352","35717","extinct","1"
"92294","92294","txn","","","Tyrannosaurini","","92294","tribe","Tyrannosaurini","65352","19695","extinct","148"
"53224","53224","txn","","","Tarbosaurus","","53224","genus","Tarbosaurus","92294","34612","extinct","56"
"63705","57254","txn","","","Tarbosaurus bataar","","63705","species","Tarbosaurus bataar","53224","59137","extinct","28"
"65691","65691","txn","","","Albertosaurus periculosus","subjective synonym of","63705","species","Tarbosaurus bataar","53224","13360","extinct","28"
"63706","63706","txn","","","Gorgosaurus lancinator","subjective synonym of","63705","species","Tarbosaurus bataar","53224","34612","extinct","28"
"53225","53225","txn","","","Tarbosaurus efremovi","subjective synonym of","63705","species","Tarbosaurus bataar","53224","34612","extinct","28"
"54551","54551","txn","","","Shanshanosaurus huoyanshanensis","subjective synonym of","63705","species","Tarbosaurus bataar","53224","9258","extinct","28"
"63707","63707","txn","","","Gorgosaurus novojilovi","subjective synonym of","63705","species","Tarbosaurus bataar","53224","34612","extinct","28"
"54835","54835","txn","","","Tyrannosaurus luanchuanensis","subjective synonym of","63705","species","Tarbosaurus bataar","53224","9256","extinct","28"
"66905","66905","txn","","","Maleevosaurus","subjective synonym of","53224","genus","Tarbosaurus","92294","12201","extinct","56"
"38536","38536","txn","","","Shanshanosaurus","subjective synonym of","53224","genus","Tarbosaurus","92294","9258","extinct","56"
"67647","67647","txn","","","Jenghizkhan","subjective synonym of","53224","genus","Tarbosaurus","92294","14429","extinct","56"
"38613","38613","txn","","","Tyrannosaurus","","38613","genus","Tyrannosaurus","92294","9259","extinct","91"
"56317","56317","txn","","","Dynamosaurus","subjective synonym of","38613","genus","Tyrannosaurus","92294","9259","extinct","91"
"54833","54833","txn","","","Tyrannosaurus rex","","54833","species","Tyrannosaurus rex","38613","9259","extinct","73"
"56318","56318","txn","","","Dynamosaurus imperiosus","subjective synonym of","54833","species","Tyrannosaurus rex","38613","9259","extinct","73"
"461278","461278","txn","","","Tyrannosaurus regina","subjective synonym of","54833","species","Tyrannosaurus rex","38613","82296","extinct","73"
"461277","461277","txn","","","Tyrannosaurus imperator","subjective synonym of","54833","species","Tyrannosaurus rex","38613","82296","extinct","73"
"57256","53213","txn","","","Nanotyrannus lancensis","subjective synonym of","54833","species","Tyrannosaurus rex","38613","14592","extinct","73"
"57107","57107","txn","","","Aublysodon molnaris","subjective synonym of","54833","species","Tyrannosaurus rex","38613","10350","extinct","73"
"63935","63935","txn","","","Manospondylus gigas","subjective synonym of","54833","species","Tyrannosaurus rex","38613","15684","extinct","73"
"67649","67649","txn","","","Albertosaurus megagracilis","subjective synonym of","54833","species","Tyrannosaurus rex","38613","10350","extinct","73"
"67645","67645","txn","","","Dinotyrannus","subjective synonym of","38613","genus","Tyrannosaurus","92294","14429","extinct","91"
"63934","63934","txn","","","Manospondylus","subjective synonym of","38613","genus","Tyrannosaurus","92294","15684","extinct","91"
"68293","68293","txn","I","","Tyrannosauripus","nomen nudum","38613","genus","Tyrannosaurus","38613","14908","extinct","0"
"482540","482540","txn","","","Tyrannosaurus mcraeensis","","482540","species","Tyrannosaurus mcraeensis","38613","87407","extinct","1"
"53212","53212","txn","","","Nanotyrannus","subjective synonym of","38613","genus","Tyrannosaurus","92294","7925","extinct","91"
"67646","67646","txn","","","Stygivenator","subjective synonym of","38613","genus","Tyrannosaurus","92294","14429","extinct","91"
"68319","68319","txn","","","Tyrannosaurus turpanensis","nomen dubium, species not entered","38613","genus","Tyrannosaurus","38613","52140","extinct","1"
"182140","182140","txn","","","Zhuchengtyrannus","","182140","genus","Zhuchengtyrannus","92294","35717","extinct","1"
"182141","182141","txn","","","Zhuchengtyrannus magnus","","182141","species","Zhuchengtyrannus magnus","182140","35717","extinct","1"
"294801","294801","txn","","","Alioramini","","294801","tribe","Alioramini","65352","51099","extinct","3"
"294802","294802","txn","","","Qianzhousaurus","","294802","genus","Qianzhousaurus","294801","51099","extinct","0"
"38609","38609","txn","","","Alioramus","","38609","genus","Alioramus","294801","19316","extinct","3"
"57259","57259","txn","","","Alioramus remotus","","57259","species","Alioramus remotus","38609","19316","extinct","2"
"176782","176782","txn","","","Alioramus altai","subjective synonym of","57259","species","Alioramus remotus","38609","35113","extinct","2"
"294803","351540","txn","","","Alioramus sinensis","","294803","species","Alioramus sinensis","38609","51099","extinct","1"
"494873","494873","txn","","","Asiatyrannus","","494873","genus","Asiatyrannus","65352","89047","extinct","1"
"494874","494874","txn","","","Asiatyrannus xui","","494874","species","Asiatyrannus xui","494873","89047","extinct","1"
"67659","67659","txn","","","Shanshanosaurinae","subjective synonym of","65352","subfamily","Tyrannosaurinae","38606","14429","extinct","216"
"289801","289801","txn","","","Nanuqsaurus","","289801","genus","Nanuqsaurus","65352","50357","extinct","1"
"289802","289802","txn","","","Nanuqsaurus hoglundi","","289802","species","Nanuqsaurus hoglundi","289801","50357","extinct","1"
"92289","92289","txn","","","Tarbosaurini","","92289","tribe","Tarbosaurini","65352","19695","extinct","0"
"424536","424536","txn","","","Daspletosaurini","","424536","unranked clade","Daspletosaurini","65352","73452","extinct","23"
"424537","424537","txn","","","Thanatotheristes","","424537","genus","Thanatotheristes","424536","73452","extinct","2"
"424538","424538","txn","","","Thanatotheristes degrootorum","","424538","species","Thanatotheristes degrootorum","424537","73452","extinct","2"
"38608","38608","txn","","","Daspletosaurus","","38608","genus","Daspletosaurus","424536","4205","extinct","21"
"468710","468710","txn","","","Daspletosaurus wilsoni","","468710","species","Daspletosaurus wilsoni","38608","83914","extinct","1"
"57258","57258","txn","","","Daspletosaurus torosus","","57258","species","Daspletosaurus torosus","38608","4205","extinct","5"
"351539","351539","txn","","","Daspletosaurus horneri","","351539","species","Daspletosaurus horneri","38608","62031","extinct","6"
"38614","38614","txn","","","Aublysodon","nomen dubium","38606","family","Tyrannosauridae","38606","67912","extinct","24"
"54134","54134","txn","","","Aublysodon mirandus","nomen dubium, species not entered","38606","family","Tyrannosauridae","38614","67912","extinct","16"
"54245","54245","txn","","","Aublysodon amplus","nomen dubium, species not entered","38606","family","Tyrannosauridae","38614","9096","extinct","16"
"54244","54244","txn","","","Aublysodon cristatus","nomen dubium, species not entered","38606","family","Tyrannosauridae","38614","9096","extinct","16"
"57588","57588","txn","","","Ornithomimus grandis","nomen dubium, species not entered","38606","family","Tyrannosauridae","38606","10608","extinct","1"
"57248","57248","txn","","","Bagaraatan","","57248","genus","Bagaraatan","38606","9905","extinct","1"
"57249","57249","txn","","","Bagaraatan ostromi","","57249","species","Bagaraatan ostromi","57248","9905","extinct","1"
"169801","169801","txn","","","Yezosaurus","","169801","genus","Yezosaurus","38606","33186","extinct","1"
"169802","169802","txn","","","Yezosaurus mikasaensis","","169802","species","Yezosaurus mikasaensis","169801","37364","extinct","1"
"427308","427308","txn","IF","","Tyrannosauripodidae","","427308","unranked clade","Tyrannosauripodidae","38606","73950","extinct","3"
"427309","427309","txn","IF","","Bellatoripes","","427309","genus","Bellatoripes","427308","73950","extinct","1"
"427310","427310","txn","IF","","Bellatoripes fredlundi","","427310","species","Bellatoripes fredlundi","427309","73950","extinct","1"
"142075","142075","txn","IF","","Tyrannosauripus","","142075","genus","Tyrannosauripus","427308","29230","extinct","2"
"142076","142076","txn","IF","","Tyrannosauripus pillmorei","","142076","species","Tyrannosauripus pillmorei","142075","29230","extinct","1"
"53029","63878","txn","","","Deinodontidae","subjective synonym of","38606","family","Tyrannosauridae","58837","2997","extinct","519"
"65353","65353","txn","","","Deinodontinae","","65353","subfamily","Deinodontinae","38606","13165","extinct","0"
"67660","67660","txn","","","Aublysodontinae","subjective synonym of","65353","subfamily","Deinodontinae","38606","62842","extinct","0"
"67658","67658","txn","","","Albertosaurinae","","67658","subfamily","Albertosaurinae","38606","14430","extinct","53"
"38607","38607","txn","","","Albertosaurus","","38607","genus","Albertosaurus","67658","9259","extinct","32"
"56319","56319","txn","","","Albertosaurus sarcophagus","","56319","species","Albertosaurus sarcophagus","38607","9259","extinct","17"
"63710","63710","txn","","","Albertosaurus arctunguis","subjective synonym of","56319","species","Albertosaurus sarcophagus","38607","12201","extinct","17"
"53193","53193","txn","","","Gorgosaurus","","53193","genus","Gorgosaurus","67658","17547","extinct","20"
"53194","53194","txn","","","Gorgosaurus libratus","","53194","species","Gorgosaurus libratus","53193","17547","extinct","15"
"65356","65356","txn","","","Laelaps hazenianus","subjective synonym of","53194","species","Gorgosaurus libratus","53193","15490","extinct","15"
"65359","65359","txn","","","Dryptosaurus kenabekides","subjective synonym of","53194","species","Gorgosaurus libratus","53193","55607","extinct","15"
"63900","63900","txn","","","Gorgosaurus sternbergi","subjective synonym of","53194","species","Gorgosaurus libratus","53193","13165","extinct","15"
"54475","54475","txn","","","Laelaps incrassatus","subjective synonym of","53194","species","Gorgosaurus libratus","53193","15650","extinct","15"
"54477","54477","txn","","","Laelaps falculus","subjective synonym of","53194","species","Gorgosaurus libratus","53193","15650","extinct","15"
"58835","58835","txn","","","Dilong","","58835","genus","Dilong","58837","11729","extinct","2"
"58836","58836","txn","","","Dilong paradoxus","","58836","species","Dilong paradoxus","58835","11729","extinct","1"
"56322","56322","txn","","","Deinodon","nomen dubium","58837","superfamily","Tyrannosauroidea","58837","13002","extinct","9"
"56323","56323","txn","","","Deinodon horridus","nomen dubium, species not entered","58837","superfamily","Tyrannosauroidea","56322","13002","extinct","2"
"65079","65079","txn","","","Appalachiosaurus","","65079","genus","Appalachiosaurus","58837","12992","extinct","6"
"65080","65080","txn","","","Appalachiosaurus montgomeriensis","","65080","species","Appalachiosaurus montgomeriensis","65079","12992","extinct","6"
"444769","444769","txn","IF","","Theroplantigrada","","444769","genus","Theroplantigrada","58837","78670","extinct","1"
"444779","444779","txn","IF","","Theroplantigrada encisensis","","444779","species","Theroplantigrada encisensis","444769","78670","extinct","1"
"66528","66528","txn","","","Calamosaurus","","66528","genus","Calamosaurus","58837","14165","extinct","1"
"67029","67030","txn","","","Calamosaurus foxi","","67029","species","Calamosaurus foxi","66528","14157","extinct","1"
"362111","362111","txn","","","Teihivenator","","362111","genus","Teihivenator","58837","63583","extinct","1"
"54133","362112","txn","","","Teihivenator macropus","","54133","species","Teihivenator macropus","362111","9036","extinct","1"
"65682","65682","txn","","","Tyrannosaurus lanpingensis","nomen dubium, species not entered","58837","superfamily","Tyrannosauroidea","58837","13360","extinct","1"
"509676","509676","txn","","","Khankhuuluu","","509676","genus","Khankhuuluu","58837","92290","extinct","2"
"509677","509677","txn","","","Khankhuuluu mongoliensis","","509677","species","Khankhuuluu mongoliensis","509676","92290","extinct","2"
"68321","68321","txn","","","Diplotomodon","nomen dubium","58837","superfamily","Tyrannosauroidea","58837","53136","extinct","0"
"66910","66910","txn","","","Tomodon","nomen dubium","58837","superfamily","Tyrannosauroidea","58837","14123","extinct","0"
"146099","146099","txn","","","Xiongguanlong","","146099","genus","Xiongguanlong","58837","29791","extinct","1"
"146100","146100","txn","","","Xiongguanlong baimoensis","","146100","species","Xiongguanlong baimoensis","146099","29791","extinct","1"
"38629","38629","txn","","","Stokesosaurus","","38629","genus","Stokesosaurus","58837","15547","extinct","6"
"64493","64493","txn","","","Stokesosaurus clevelandi","","64493","species","Stokesosaurus clevelandi","38629","15547","extinct","4"
"154174","154174","txn","","","Raptorex","","154174","genus","Raptorex","58837","30768","extinct","1"
"154175","154175","txn","","","Raptorex kriegsteini","","154175","species","Raptorex kriegsteini","154174","30768","extinct","1"
"185194","185194","txn","","","Proceratosauridae","","185194","family","Proceratosauridae","58837","32752","extinct","6"
"230946","230946","txn","","","Yutyrannus","","230946","genus","Yutyrannus","185194","41024","extinct","1"
"230947","230947","txn","","","Yutyrannus huali","","230947","species","Yutyrannus huali","230946","41024","extinct","1"
"71190","71190","txn","","","Guanlong","","71190","genus","Guanlong","185194","16595","extinct","1"
"71191","71191","txn","","","Guanlong wucaii","","71191","species","Guanlong wucaii","71190","16595","extinct","1"
"185192","185192","txn","","","Kileskus","","185192","genus","Kileskus","185194","36119","extinct","2"
"185193","185193","txn","","","Kileskus aristotocus","","185193","species","Kileskus aristotocus","185192","36119","extinct","2"
"198891","198891","txn","","","Sinotyrannus","","198891","genus","Sinotyrannus","185194","37505","extinct","1"
"198892","198892","txn","","","Sinotyrannus kazuoensis","","198892","species","Sinotyrannus kazuoensis","198891","37505","extinct","1"
"38602","38602","txn","","","Proceratosaurus","","38602","genus","Proceratosaurus","185194","16922","extinct","1"
"63720","66979","txn","","","Proceratosaurus bradleyi","","63720","species","Proceratosaurus bradleyi","38602","12213","extinct","1"
"66911","66911","txn","","","Tomodon horrificus","nomen dubium, species not entered","58837","superfamily","Tyrannosauroidea","58837","14123","extinct","1"
"348490","348490","txn","","","Timurlengia","","348490","genus","Timurlengia","58837","61198","extinct","1"
"348491","348491","txn","","","Timurlengia euotica","","348491","species","Timurlengia euotica","348490","61198","extinct","1"
"399346","399346","txn","","","Moros","","399346","genus","Moros","58837","70947","extinct","1"
"399347","399347","txn","","","Moros intrepidus","","399347","species","Moros intrepidus","399346","70947","extinct","1"
"38610","38610","txn","","","Alectrosaurus","","38610","genus","Alectrosaurus","58837","13061","extinct","19"
"57253","57253","txn","","","Alectrosaurus olseni","","57253","species","Alectrosaurus olseni","38610","13061","extinct","2"
"452160","452160","txn","IF","","Shanbeipus","","452160","genus","Shanbeipus","53940","79980","extinct","1"
