occurrence_no,collection_no,accepted_name,accepted_rank,early_interval,late_interval,max_ma,min_ma
606267,64682,Asiaceratops salsopaludalis,species,Early Cenomanian,,100.5,93.9
606268,64683,Asiaceratops salsopaludalis,species,Early Cenomanian,,100.5,93.9
606273,64684,Pectinodon,genus,Early Cenomanian,,100.5,93.9
606274,64684,Titanosauria,unranked clade,Early Cenomanian,,100.5,93.9
606275,64684,Asiaceratops salsopaludalis,species,Early Cenomanian,,100.5,93.9
606278,64685,Therizinosauroidea,superfamily,Early Cenomanian,,100.5,93.9
606279,64685,Asiaceratops salsopaludalis,species,Early Cenomanian,,100.5,93.9
606324,64688,Tyrannosauridae,family,Santonian,Early Campanian,85.7,72.2
606325,64689,Theropoda,unranked clade,Early Cenomanian,,100.5,93.9
606326,64689,Titanosauria,unranked clade,Early Cenomanian,,100.5,93.9
606328,64689,Ankylosauridae,family,Early Cenomanian,,100.5,93.9
606331,64689,Asiaceratops salsopaludalis,species,Early Cenomanian,,100.5,93.9
606333,64689,Hadrosauridae,family,Early Cenomanian,,100.5,93.9
606334,64690,Asiaceratops salsopaludalis,species,Early Cenomanian,,100.5,93.9
606335,64692,Dinosauria,unranked clade,Santonian,,85.7,83.6
606697,64742,Hadrosaurinae,subfamily,Campanian,,83.6,72.2
606698,64743,Ornithomimidae,family,Early Santonian,Middle Santonian,85.7,83.6
606699,64744,Hadrosauridae,family,Early Campanian,Maastrichtian,83.6,66.0
606955,64743,Hadrosauridae,family,Early Santonian,Middle Santonian,85.7,83.6
606956,64743,Ankylosauria,unranked clade,Early Santonian,Middle Santonian,85.7,83.6
607032,64773,Iguanodon,genus,Late Hauterivian,Early Aptian,132.6,119.57
607033,64774,Cetiosaurus,genus,Late Hauterivian,Early Barremian,132.6,121.4
607034,64775,Iguanodon,genus,Late Hauterivian,Early Barremian,132.6,121.4
607035,64776,Iguanodon bernissartensis,species,Late Hauterivian,Early Barremian,132.6,121.4
607041,64743,Theropoda,unranked clade,Early Santonian,Middle Santonian,85.7,83.6
607088,64785,Hadrosauridae,family,Middle Campanian,Late Campanian,83.6,72.2
607089,64785,Lambeosaurinae,subfamily,Middle Campanian,Late Campanian,83.6,72.2
607090,64785,Hypsilophodontidae,unranked clade,Middle Campanian,Late Campanian,83.6,72.2
607091,64786,Dinosauria,unranked clade,Late Maastrichtian,,72.2,66.0
607092,64787,Dinosauria,unranked clade,Early Maastrichtian,,72.2,66.0
607093,64788,Hadrosauridae,family,Middle Campanian,Late Campanian,83.6,72.2
607094,64789,Dinosauria,unranked clade,Campanian,,83.6,72.2
607095,64790,Hadrosauridae,family,Late Campanian,,83.6,72.2
607096,64791,Hadrosauridae,family,Late Maastrichtian,,72.2,66.0
608346,22727,Theropoda,unranked clade,Late Barremian,Early Aptian,125.77,119.57
608347,22727,Hypsilophodontidae,unranked clade,Late Barremian,Early Aptian,125.77,119.57
608421,53967,Tetanurae,unranked clade,Tithonian,,149.2,143.1
608422,53967,Iguanodontidae,family,Tithonian,,149.2,143.1
608423,53967,Duriatitan humerocristatus,species,Tithonian,,149.2,143.1
608424,53967,Sauropoda,unranked clade,Tithonian,,149.2,143.1
608425,65030,Iguanodontidae,family,Tithonian,,149.2,143.1
608426,65030,Duriatitan humerocristatus,species,Tithonian,,149.2,143.1
608429,65032,Theropoda,unranked clade,Middle Tithonian,,149.2,143.1
608430,65033,Sauropoda,unranked clade,Kimmeridgian,,154.8,149.2
608432,52343,Iguanodontidae,family,Valanginian,Barremian,137.05,121.4
608809,57734,Cygnus,genus,Sarmatian,,12.8,11.63
608926,55602,Aves,class,Tortonian,,11.63,7.246
608952,65173,Protostrigidae,family,Rupelian,,33.9,27.3
608953,65173,Laridae,family,Rupelian,,33.9,27.3
608954,65173,Phalacrocoracidae,family,Rupelian,,33.9,27.3
608955,65173,Paraortyx,genus,Rupelian,,33.9,27.3
608958,58573,Dinosauria,unranked clade,Late Campanian,Early Maastrichtian,83.6,66.0
609564,65255,Tacuarembouvum oblongum,species,Maastrichtian,,72.2,66.0
609565,65256,Faveoloolithidae,family,Maastrichtian,,72.2,66.0
609566,65257,Faveoloolithidae,family,Maastrichtian,,72.2,66.0
609567,65258,Faveoloolithidae,family,Maastrichtian,,72.2,66.0
610073,65322,Iguanodontia,unranked clade,Cenomanian,Santonian,100.5,83.6
610074,65322,Iguanodontia,unranked clade,Cenomanian,Santonian,100.5,83.6
610075,65322,Theropoda,unranked clade,Cenomanian,Santonian,100.5,83.6
610125,65327,Faveoloolithus ningxiaensis,species,Middle Campanian,Late Campanian,83.6,72.2
610191,13777,Dendroolithus,genus,Middle Campanian,Late Campanian,83.6,72.2
610206,65334,Dendroolithus microporosus,species,Middle Campanian,Late Campanian,83.6,72.2
610219,65335,Paraspheroolithus irenensis,species,Maastrichtian,,72.2,66.0
610223,65334,Paraspheroolithus irenensis,species,Middle Campanian,Late Campanian,83.6,72.2
610226,65327,Spheroolithus,genus,Middle Campanian,Late Campanian,83.6,72.2
610227,65338,Spheroolithus maiasauroides,species,Middle Campanian,Late Campanian,83.6,72.2
610233,65341,Ovaloolithus chinkangkouensis,species,Cenomanian,Santonian,100.5,83.6
610234,65341,Dinosauria,unranked clade,Cenomanian,Santonian,100.5,83.6
610237,65342,Ovaloolithus chinkangkouensis,species,Cenomanian,Santonian,100.5,83.6
610239,65344,Ovaloolithus dinornithoides,species,Late Campanian,,83.6,72.2
610240,65345,Ovaloolithus dinornithoides,species,Maastrichtian,,72.2,66.0
610243,13776,Protoceratopsidae,family,Middle Campanian,Late Campanian,83.6,72.2
610245,22685,Elongatoolithidae,family,Late Campanian,,83.6,72.2
610247,65344,Elongatoolithus subtitectorius,species,Late Campanian,,83.6,72.2
610249,65347,Laevisoolithus sochavai,species,Maastrichtian,,72.2,66.0
610251,65348,Megaloolithus siruguei,species,Early Maastrichtian,,72.2,66.0
610252,53022,Preprismatoolithus coloradensis,species,Late Kimmeridgian,Early Tithonian,152.21,145.06
610255,65382,Megaloolithus mamillare,species,Late Maastrichtian,,72.2,66.0
610256,65389,Megaloolithus siruguei,species,Early Maastrichtian,,72.2,66.0
610259,61624,Megaloolithus mamillare,species,Late Maastrichtian,,72.2,66.0
610260,61619,Cairanoolithus dughii,species,Campanian,,83.6,72.2
610261,65389,Megaloolithus mamillare,species,Early Maastrichtian,,72.2,66.0
610262,65390,Cairanoolithus roussetensis,species,Maastrichtian,,72.2,66.0
610263,65390,Megaloolithus siruguei,species,Maastrichtian,,72.2,66.0
610266,65391,Megaloolithus siruguei,species,Early Maastrichtian,,72.2,66.0
610267,65391,Megaloolithus aureliensis,species,Early Maastrichtian,,72.2,66.0
610268,65392,Megaloolithus aureliensis,species,Late Campanian,,83.6,72.2
610271,65393,Megaloolithus siruguei,species,Maastrichtian,,72.2,66.0
610272,65394,Dinosauria,unranked clade,Maastrichtian,,72.2,66.0
610273,65348,Cairanoolithus roussetensis,species,Early Maastrichtian,,72.2,66.0
610303,35931,Megaloolithus petralta,species,Early Maastrichtian,,72.2,66.0
610304,65396,Megaloolithus aureliensis,species,Early Maastrichtian,,72.2,66.0
610305,65396,Megaloolithus petralta,species,Early Maastrichtian,,72.2,66.0
610306,65397,Megaloolithus petralta,species,Early Maastrichtian,,72.2,66.0
610307,65398,Megaloolithus petralta,species,Early Maastrichtian,,72.2,66.0
610308,65398,Megaloolithus aureliensis,species,Early Maastrichtian,,72.2,66.0
610321,65402,Dictyoolithus hongpoensis,species,Campanian,,83.6,72.2
610322,65403,Protodictyoolithus neixiangensis,species,Early Turonian,Santonian,93.9,83.6
610406,65421,Iguanodontoidea,superfamily,Early Cenomanian,,100.5,93.9
611083,60170,Theropoda,unranked clade,Late Maastrichtian,,72.2,66.0
611088,60170,Theropoda,unranked clade,Late Maastrichtian,,72.2,66.0
611091,57179,Megaloolithus jabalpurensis,species,Maastrichtian,,72.2,66.0
611092,65569,Megaloolithidae,family,Maastrichtian,,72.2,66.0
611219,65606,Iguanodon,genus,Valanginian,Early Barremian,137.05,121.4
611220,65607,Sauropoda,unranked clade,Valanginian,Barremian,137.05,121.4
611221,65608,Ankylosauria,unranked clade,Valanginian,Barremian,137.05,121.4
613038,45240,Spheroolithus albertensis,species,Middle Campanian,,83.6,72.2
613039,22698,Spheroolithus albertensis,species,Late Campanian,,83.6,72.2
613041,22698,Continuoolithus canadensis,species,Late Campanian,,83.6,72.2
613042,22698,Reticuloolithus hirschi,species,Late Campanian,,83.6,72.2
613043,45240,Continuoolithus canadensis,species,Middle Campanian,,83.6,72.2
613044,45240,Porituberoolithus warnerensis,species,Middle Campanian,,83.6,72.2
613046,47793,Prismatoolithus,genus,Late Campanian,,83.6,72.2
613047,47793,Continuoolithus canadensis,species,Late Campanian,,83.6,72.2
613048,47812,Continuoolithus canadensis,species,Late Campanian,,83.6,72.2
613049,58759,Dinosauria,unranked clade,Late Campanian,,83.6,72.2
613052,47816,Porituberoolithus warnerensis,species,Late Campanian,,83.6,72.2
613053,47816,Spheroolithus albertensis,species,Late Campanian,,83.6,72.2
613055,52992,Reticuloolithus hirschi,species,Late Campanian,,83.6,72.2
613056,52991,Reticuloolithus hirschi,species,Late Campanian,,83.6,72.2
613059,65827,Centrosaurus apertus,species,Late Campanian,,83.6,72.2
613062,65827,Tyrannosauridae,family,Late Campanian,,83.6,72.2
613063,65827,Hadrosauridae,family,Late Campanian,,83.6,72.2
613064,65827,Dromaeosauridae,family,Late Campanian,,83.6,72.2
613612,65895,Centrosaurus apertus,species,Late Campanian,,83.6,72.2
613645,65901,Centrosaurus apertus,species,Late Campanian,,83.6,72.2
613646,65903,Centrosaurus apertus,species,Late Campanian,,83.6,72.2
613656,65904,Centrosaurus apertus,species,Late Campanian,,83.6,72.2
613658,65906,Centrosaurus apertus,species,Late Campanian,,83.6,72.2
613660,65908,Centrosaurus apertus,species,Late Campanian,,83.6,72.2
613683,65924,Centrosaurus apertus,species,Late Campanian,,83.6,72.2
613684,65925,Centrosaurus apertus,species,Late Campanian,,83.6,72.2
613686,65904,Tyrannosauridae,family,Late Campanian,,83.6,72.2
613688,65926,Centrosaurus apertus,species,Late Campanian,,83.6,72.2
613689,65927,Centrosaurus apertus,species,Late Campanian,,83.6,72.2
613690,65928,Centrosaurus apertus,species,Late Campanian,,83.6,72.2
613691,65929,Centrosaurus apertus,species,Late Campanian,,83.6,72.2
613692,65931,Centrosaurus apertus,species,Late Campanian,,83.6,72.2
613693,65932,Centrosaurus apertus,species,Late Campanian,,83.6,72.2
613754,65960,Eremopezus eocaenus,species,Late Eocene,Early Oligocene,37.71,27.3
613879,52183,Aves,class,Langhian,,15.98,13.82
617915,13079,Ramphastosula ramirezi,species,Messinian,,7.246,5.333
617927,13079,Spheniscus humboldti,species,Messinian,,7.246,5.333
617928,13079,Fulmarus,genus,Messinian,,7.246,5.333
617929,13079,Pelagornis,genus,Messinian,,7.246,5.333
617930,13079,Vulturinae,subfamily,Messinian,,7.246,5.333
617931,13079,Sula,genus,Messinian,,7.246,5.333
620355,66798,Shixinggia oblita,species,Maastrichtian,,72.2,66.0
621155,66893,Notohypsilophodon comodorensis,species,Late Cenomanian,Early Turonian,100.5,89.8
621158,66895,Ankylosauria,unranked clade,Early Albian,Middle Albian,113.2,106.3
621159,66895,Caririchnium,genus,Early Albian,Middle Albian,113.2,106.3
621161,66897,Caririchnium,genus,Early Albian,Middle Albian,113.2,106.3
621162,66897,Dinosauria,unranked clade,Early Albian,Middle Albian,113.2,106.3
621163,66899,Dinosauria,unranked clade,Late Albian,Early Cenomanian,106.3,93.9
621170,66900,Hadrosauropodus leonardii,species,Albian,Early Cenomanian,113.2,93.9
621171,66900,Magnoavipes caneeri,species,Albian,Early Cenomanian,113.2,93.9
621172,66900,Carnosauria,infraorder,Albian,Early Cenomanian,113.2,93.9
621173,66901,Hadrosauropodus leonardii,species,Albian,Early Cenomanian,113.2,93.9
621174,66902,Caririchnium,genus,Late Aptian,Early Cenomanian,119.57,93.9
621176,66903,Iguanodontidae,family,Late Aptian,Early Cenomanian,119.57,93.9
621178,66904,Caririchnium,genus,Late Aptian,Early Cenomanian,119.57,93.9
621180,66906,Caririchnium,genus,Late Aptian,Early Cenomanian,119.57,93.9
621181,66907,Caririchnium,genus,Late Aptian,Early Cenomanian,119.57,93.9
621182,66908,Hadrosauridae,family,Campanian,,83.6,72.2
621183,66908,Albertosaurus,genus,Campanian,,83.6,72.2
621184,66909,Dinosauria,unranked clade,Kimmeridgian,Tithonian,154.8,143.1
621185,66909,Camarasaurus,genus,Kimmeridgian,Tithonian,154.8,143.1
621186,66909,Theropoda,unranked clade,Kimmeridgian,Tithonian,154.8,143.1
621187,66910,Dinosauria,unranked clade,Kimmeridgian,Tithonian,154.8,143.1
621188,66911,Dinosauria,unranked clade,Kimmeridgian,Tithonian,154.8,143.1
621189,66912,Sauropoda,unranked clade,Kimmeridgian,Tithonian,154.8,143.1
621190,66913,Dinosauria,unranked clade,Kimmeridgian,Tithonian,154.8,143.1
621191,66914,Dinosauria,unranked clade,Kimmeridgian,Tithonian,154.8,143.1
621193,55204,Magnoavipes caneeri,species,Albian,,113.2,100.5
621194,55201,Magnoavipes caneeri,species,Albian,,113.2,100.5
621195,55203,Magnoavipes,genus,Albian,,113.2,100.5
621196,66915,Magnoavipes caneeri,species,Late Aptian,Early Cenomanian,119.57,93.9
621457,66901,Theropoda,unranked clade,Albian,Early Cenomanian,113.2,93.9
621458,66922,Ornithopoda,unranked clade,Albian,,113.2,100.5
621459,66923,Coelurosauria,unranked clade,Hauterivian,Albian,132.6,100.5
621460,66923,Coeluridae,family,Hauterivian,Albian,132.6,100.5
621461,66924,Shaochilong maortuensis,species,Aptian,Albian,121.4,100.5
621462,66924,Carnosauria,infraorder,Aptian,Albian,121.4,100.5
621492,66925,Chilantaisaurus tashuikouensis,species,Turonian,,93.9,89.8
621556,66924,Gobisaurus domoculus,species,Aptian,Albian,121.4,100.5
621557,66926,Sinosaurus triassicus,species,Sinemurian,,199.5,192.9
621558,66926,Gyposaurus sinensis,species,Sinemurian,,199.5,192.9
621559,66926,Lufengosaurus huenei,species,Sinemurian,,199.5,192.9
621560,66926,Lufengosaurus magnus,species,Sinemurian,,199.5,192.9
621561,66926,Yunnanosaurus huangi,species,Sinemurian,,199.5,192.9
621562,66926,Yunnanosaurus robustus,species,Sinemurian,,199.5,192.9
621563,66927,Eubrontes,genus,Middle Jurassic,,174.7,161.5
621564,66928,Eubrontes,genus,Late Barremian,,125.77,121.4
622536,47465,Anser,genus,Late Miocene,Late Pliocene,11.63,2.58
623338,67094,Saltasaurinae,subfamily,Early Campanian,Middle Campanian,83.6,72.2
623341,67094,Gasparinisaura cincosaltensis,species,Early Campanian,Middle Campanian,83.6,72.2
623384,32339,Lithostrotia,unranked clade,Maastrichtian,,72.2,66.0
623385,65033,Iguanodon,genus,Kimmeridgian,,154.8,149.2
623386,67107,Theropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
623387,67107,Sauropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
623388,55335,Hylaeosaurus armatus,species,Early Albian,,113.2,110.1
623676,67129,Triceratops,genus,Late Maastrichtian,,72.2,66.0
623677,67129,Edmontosaurus,genus,Late Maastrichtian,,72.2,66.0
623678,67130,Hadrosauridae,family,Late Maastrichtian,,72.2,66.0
623679,67131,Hadrosauridae,family,Late Maastrichtian,,72.2,66.0
623680,67132,Hadrosauridae,family,Late Maastrichtian,,72.2,66.0
623681,67133,Hadrosauridae,family,Late Maastrichtian,,72.2,66.0
623682,67134,Hadrosauridae,family,Late Maastrichtian,,72.2,66.0
623683,67135,Hadrosauridae,family,Late Maastrichtian,,72.2,66.0
623684,67136,Hadrosauridae,family,Late Maastrichtian,,72.2,66.0
623685,67137,Hadrosauridae,family,Late Maastrichtian,,72.2,66.0
623687,67138,Hadrosauridae,family,Late Maastrichtian,,72.2,66.0
623917,20495,Podiceps nigricollis,species,Rancholabrean,,0.21,0.014
623918,20495,Pelecanus erythrorhynchos,species,Rancholabrean,,0.21,0.014
623919,20495,Phalacrocorax auritus,species,Rancholabrean,,0.21,0.014
623920,20495,Ardea herodias,species,Rancholabrean,,0.21,0.014
623921,20495,Ardea alba,species,Rancholabrean,,0.21,0.014
623922,20495,Plegadis chihi,species,Rancholabrean,,0.21,0.014
623923,20495,Ciconiidae,family,Rancholabrean,,0.21,0.014
623924,20495,Branta canadensis,species,Rancholabrean,,0.21,0.014
623925,20495,Anser,genus,Rancholabrean,,0.21,0.014
623926,20495,Anas,genus,Rancholabrean,,0.21,0.014
623927,20495,Anas acuta,species,Rancholabrean,,0.21,0.014
623928,20495,Spatula clypeata,species,Rancholabrean,,0.21,0.014
623930,20495,Circus hudsonius,species,Rancholabrean,,0.21,0.014
623931,20495,Ictinia,genus,Rancholabrean,,0.21,0.014
623932,20495,Aquila chrysaetos,species,Rancholabrean,,0.21,0.014
623933,20495,Buteogallus (Wetmoregyps) daggetti,species,Rancholabrean,,0.21,0.014
623934,20495,Caracara cheriway,species,Rancholabrean,,0.21,0.014
623935,20495,Porzana carolina,species,Rancholabrean,,0.21,0.014
623936,20495,Fulica americana,species,Rancholabrean,,0.21,0.014
623937,20495,Porphyrio martinicus,species,Rancholabrean,,0.21,0.014
623938,20495,Oraristrix brea,species,Rancholabrean,,0.21,0.014
624145,67193,Hadrosauridae,family,Late Maastrichtian,,72.2,66.0
624146,67194,Hadrosauridae,family,Late Maastrichtian,,72.2,66.0
624152,48865,Theropoda,unranked clade,Late Maastrichtian,,72.2,66.0
624153,67197,Hadrosauroidea,unranked clade,Late Maastrichtian,,72.2,66.0
624154,67198,Hadrosauroidea,unranked clade,Late Maastrichtian,Danian,72.2,61.66
624155,67198,Ornithopoda,unranked clade,Late Maastrichtian,Danian,72.2,61.66
624156,67198,Iguanodontidae,family,Late Maastrichtian,Danian,72.2,61.66
624158,67199,Apulosauripus federicianus,species,Early Santonian,,85.7,83.6
624160,67200,Hadrosauridae,family,Late Coniacian,,89.8,85.7
624166,67198,Dromaeosauridae,family,Late Maastrichtian,Danian,72.2,61.66
624167,67198,Troodontidae,family,Late Maastrichtian,Danian,72.2,61.66
624177,67202,Hoplitosaurus,genus,Aptian,,121.4,113.2
624186,67203,Carcharodontosaurus saharicus,species,Late Aptian,Early Albian,119.57,110.1
624187,67203,Spinosaurus,genus,Late Aptian,Early Albian,119.57,110.1
624188,67203,Rebbachisauridae,unranked clade,Late Aptian,Early Albian,119.57,110.1
624189,67203,Dinosauria,unranked clade,Late Aptian,Early Albian,119.57,110.1
624190,67204,Eusauropoda,unranked clade,Bathonian,,168.2,165.3
624191,67205,Sauropoda,unranked clade,Bathonian,,168.2,165.3
624192,67206,Eusauropoda,unranked clade,Bathonian,,168.2,165.3
624237,67218,Zapalasaurus bonapartei,species,Late Barremian,Early Aptian,125.77,119.57
624238,67219,Amazonsaurus maranhensis,species,Late Aptian,Middle Albian,119.57,106.3
624239,67219,Theropoda,unranked clade,Late Aptian,Middle Albian,119.57,106.3
624250,67221,Theropoda,unranked clade,Cenomanian,,100.5,93.9
624251,67221,Hadrosauridae,family,Cenomanian,,100.5,93.9
624252,67221,Theropoda,unranked clade,Cenomanian,,100.5,93.9
624253,67222,Dinosauria,unranked clade,Cenomanian,,100.5,93.9
624254,67223,Dinosauria,unranked clade,Cenomanian,,100.5,93.9
624255,67224,Ornithopoda,unranked clade,Cenomanian,,100.5,93.9
624256,67224,Ornithischia,unranked clade,Cenomanian,,100.5,93.9
624257,67225,Theropoda,unranked clade,Cenomanian,,100.5,93.9
624258,67226,Sauropoda,unranked clade,Cenomanian,,100.5,93.9
624259,67227,Carnosauria,infraorder,Neocomian,,143.1,125.77
624260,67227,Ornithopoda,unranked clade,Neocomian,,143.1,125.77
624261,67227,Dinosauria,unranked clade,Neocomian,,143.1,125.77
624262,67228,Theropoda,unranked clade,Early Aptian,Early Albian,121.4,110.1
624263,58802,Theropoda,unranked clade,Berriasian,Valanginian,143.1,132.6
624264,58802,Theropoda,unranked clade,Berriasian,Valanginian,143.1,132.6
624265,58802,Theropoda,unranked clade,Berriasian,Valanginian,143.1,132.6
624266,58802,Theropoda,unranked clade,Berriasian,Valanginian,143.1,132.6
624267,67229,Dinosauria,unranked clade,Early Cretaceous,,143.1,100.5
624268,67230,Coelurosauria,unranked clade,Late Jurassic,Early Cretaceous,161.5,100.5
624269,67230,Carnosauria,infraorder,Late Jurassic,Early Cretaceous,161.5,100.5
624270,67230,Ornithopoda,unranked clade,Late Jurassic,Early Cretaceous,161.5,100.5
624271,67230,Ornithopoda,unranked clade,Late Jurassic,Early Cretaceous,161.5,100.5
624272,67231,Iguanodontipus,genus,Berriasian,Valanginian,143.1,132.6
624273,67232,Sauropodomorpha,unranked clade,Berriasian,Valanginian,143.1,132.6
624274,67232,Theropoda,unranked clade,Berriasian,Valanginian,143.1,132.6
624275,67232,Theropoda,unranked clade,Berriasian,Valanginian,143.1,132.6
624276,67233,Dinosauria,unranked clade,Berriasian,Early Barremian,143.1,121.4
624277,67234,Carnosauria,infraorder,Berriasian,Early Barremian,143.1,121.4
624284,67225,Dromaeosauridae,family,Cenomanian,,100.5,93.9
624285,67235,Carcharodontosauridae,family,Middle Albian,Late Albian,110.1,100.5
624286,67236,Gigantspinosaurus sichuanensis,species,Bathonian,Callovian,168.2,161.5
624563,53520,Cetiosaurus,genus,Late Bathonian,,168.2,165.3
624643,67296,Cathartesaura anaerobica,species,Late Cenomanian,Turonian,100.5,89.8
624645,61578,Maxakalisaurus topai,species,Late Campanian,Early Maastrichtian,83.6,66.0
624995,55602,Anhinga,genus,Tortonian,,11.63,7.246
624996,55602,Anhinga,genus,Tortonian,,11.63,7.246
624997,55602,Anhinga grandis,species,Tortonian,,11.63,7.246
624998,55602,Macranhinga ranzii,species,Tortonian,,11.63,7.246
625307,67428,Macronaria,unranked clade,Oxfordian,Tithonian,161.5,143.1
625308,67425,Titanosauriformes,unranked clade,Oxfordian,Tithonian,161.5,143.1
625391,67439,Theropoda,unranked clade,Maastrichtian,,72.2,66.0
625392,67439,Sauropoda,unranked clade,Maastrichtian,,72.2,66.0
625393,67440,Dinosauria,unranked clade,Maastrichtian,,72.2,66.0
625394,67441,Dinosauria,unranked clade,Maastrichtian,,72.2,66.0
625395,67442,Sauropoda,unranked clade,Maastrichtian,,72.2,66.0
625396,67443,Sauropoda,unranked clade,Maastrichtian,,72.2,66.0
625397,67444,Sauropoda,unranked clade,Maastrichtian,,72.2,66.0
625398,67445,Sauropoda,unranked clade,Maastrichtian,,72.2,66.0
625399,67446,Sauropoda,unranked clade,Maastrichtian,,72.2,66.0
625400,67447,Sauropoda,unranked clade,Maastrichtian,,72.2,66.0
625401,67449,Sauropoda,unranked clade,Maastrichtian,,72.2,66.0
625402,67448,Titanosaurus blanfordi,species,Maastrichtian,,72.2,66.0
625404,67450,Dinosauria,unranked clade,Maastrichtian,,72.2,66.0
625688,20431,Aves,class,Irvingtonian,,1.4,0.21
625694,20387,Neophrontops americanus,species,Irvingtonian,,1.4,0.21
625872,55320,Camarasaurus,genus,Kimmeridgian,Tithonian,154.8,143.1
625876,55320,Diplodocus,genus,Kimmeridgian,Tithonian,154.8,143.1
625877,55320,Apatosaurus,genus,Kimmeridgian,Tithonian,154.8,143.1
625878,55320,Sauropoda,unranked clade,Kimmeridgian,Tithonian,154.8,143.1
625879,55320,Theropoda,unranked clade,Kimmeridgian,Tithonian,154.8,143.1
625884,67537,Dinosauria,unranked clade,Kimmeridgian,Tithonian,154.8,143.1
625885,55320,Allosauridae,family,Kimmeridgian,Tithonian,154.8,143.1
625886,67538,Theropoda,unranked clade,Kimmeridgian,Tithonian,154.8,143.1
625887,67538,Sauropoda,unranked clade,Kimmeridgian,Tithonian,154.8,143.1
625889,67539,Carnosauria,infraorder,Late Maastrichtian,,72.2,66.0
625890,64133,Abelisauridae,family,Maastrichtian,,72.2,66.0
625891,64133,Carcharodontosauridae,family,Maastrichtian,,72.2,66.0
625892,67540,Arrudatitan maximus,species,Late Campanian,Early Maastrichtian,83.6,66.0
625893,64133,Aeolosaurus,genus,Maastrichtian,,72.2,66.0
625894,67541,Titanosauria,unranked clade,Campanian,,83.6,72.2
625895,67542,Titanosauria,unranked clade,Late Campanian,Early Maastrichtian,83.6,66.0
626780,67611,Jinzhousaurus yangi,species,Late Barremian,Early Aptian,125.77,119.57
626782,67611,Enantiornithes,subclass,Late Barremian,Early Aptian,125.77,119.57
626784,67612,Arrhinoceratops brachyops,species,Late Campanian,Early Maastrichtian,83.6,66.0
626834,67618,Titanosauria,unranked clade,Late Turonian,Early Coniacian,93.9,85.7
627140,67634,Phalacrocorax bougainvillii,species,Zanclean,,5.333,3.6
627141,67634,Phalacrocorax,genus,Zanclean,,5.333,3.6
627206,58813,Pachycephalosaurus wyomingensis,species,Maastrichtian,,72.2,66.0
627289,67654,Dinosauria,unranked clade,Late Triassic,Jurassic,237.0,143.1
627290,67655,Dinosauria,unranked clade,Coniacian,Early Santonian,89.8,83.6
627291,36238,Ornithopoda,unranked clade,Maastrichtian,,72.2,66.0
627292,67656,Coelurosauria,unranked clade,Maastrichtian,,72.2,66.0
627294,67657,Coelurosauria,unranked clade,Maastrichtian,,72.2,66.0
627496,67673,Dinosauria,unranked clade,Maastrichtian,,72.2,66.0
627497,67674,Dinosauria,unranked clade,Late Maastrichtian,,72.2,66.0
627500,67675,Hadrosauridae,family,Maastrichtian,,72.2,66.0
627501,67675,Coelurosauria,unranked clade,Maastrichtian,,72.2,66.0
627502,67676,Dinosauria,unranked clade,Maastrichtian,,72.2,66.0
627693,67698,Iguanodontia,unranked clade,Middle Callovian,,165.3,161.5
627694,67698,Stegosauridae,family,Middle Callovian,,165.3,161.5
627731,67699,Coelophysis,genus,Norian,,227.3,205.7
627732,13273,Neotheropoda,unranked clade,Norian,,227.3,205.7
627841,45240,Ceratopsidae,family,Middle Campanian,,83.6,72.2
627842,45240,Pachycephalosauridae,family,Middle Campanian,,83.6,72.2
627843,45240,Richardoestesia,genus,Middle Campanian,,83.6,72.2
627844,45240,Paronychodon,genus,Middle Campanian,,83.6,72.2
627845,45240,Aves,class,Middle Campanian,,83.6,72.2
627849,45240,Dromaeosaurus,genus,Middle Campanian,,83.6,72.2
627850,47812,Dromaeosaurus albertensis,species,Late Campanian,,83.6,72.2
627851,47795,Pachycephalosauridae,family,Middle Campanian,,83.6,72.2
627852,47795,Richardoestesia,genus,Middle Campanian,,83.6,72.2
627853,47795,Paronychodon,genus,Middle Campanian,,83.6,72.2
627854,47795,Dromaeosaurus,genus,Middle Campanian,,83.6,72.2
627857,47811,Richardoestesia,genus,Late Campanian,,83.6,72.2
627859,47794,Pachycephalosauridae,family,Middle Campanian,,83.6,72.2
627860,47794,Troodon,genus,Middle Campanian,,83.6,72.2
627861,47794,Richardoestesia,genus,Middle Campanian,,83.6,72.2
627862,47794,Paronychodon,genus,Middle Campanian,,83.6,72.2
627863,47794,Dromaeosaurus,genus,Middle Campanian,,83.6,72.2
627864,47794,Aves,class,Middle Campanian,,83.6,72.2
627868,47809,Ceratopsia,unranked clade,Middle Campanian,,83.6,72.2
627869,47809,Pachycephalosauridae,family,Middle Campanian,,83.6,72.2
627870,47809,Richardoestesia,genus,Middle Campanian,,83.6,72.2
627871,47809,Aves,class,Middle Campanian,,83.6,72.2
627902,67711,Septentrogon madseni,species,Ypresian,,56.0,48.07
628081,47816,Pachycephalosauridae,family,Late Campanian,,83.6,72.2
628082,47816,Richardoestesia,genus,Late Campanian,,83.6,72.2
628083,47816,Paronychodon,genus,Late Campanian,,83.6,72.2
628084,47816,Dromaeosaurus,genus,Late Campanian,,83.6,72.2
628085,47816,Aves,class,Late Campanian,,83.6,72.2
