occurrence_no,collection_no,accepted_name,accepted_rank,early_interval,late_interval,max_ma,min_ma
1558281,28334,Wintonopus,genus,Late Hettangian,,201.4,199.5
1558282,219844,Anchisauripus,genus,Late Hettangian,,201.4,199.5
1558289,219845,Sauropoda,unranked clade,Valanginian,Barremian,137.05,121.4
1558290,219845,Theropoda,unranked clade,Valanginian,Barremian,137.05,121.4
1558291,219845,Megalosauropus broomensis,species,Valanginian,Barremian,137.05,121.4
1558292,219846,Dinosauria,unranked clade,Valanginian,Barremian,137.05,121.4
1558293,219847,Dinosauria,unranked clade,Valanginian,Barremian,137.05,121.4
1558294,219848,Dinosauria,unranked clade,Valanginian,Barremian,137.05,121.4
1558327,219850,Carmelopodus,genus,Bajocian,,170.9,168.2
1558330,219851,Eosauropus,genus,Rhaetian,,205.7,201.4
1558336,219854,Grallator,genus,Albian,,113.2,100.5
1558337,219854,Caririchnium,genus,Albian,,113.2,100.5
1558338,219854,Brontopodus,genus,Albian,,113.2,100.5
1558339,219854,Parabrontopodus,genus,Albian,,113.2,100.5
1558652,219886,Magnoavipes,genus,Barremian,,125.77,121.4
1558653,219887,Eubrontes,genus,Barremian,,125.77,121.4
1558656,219890,Sarmientichnus,genus,Barremian,,125.77,121.4
1558657,219891,Brontopodus,genus,Aptian,,121.4,113.2
1558658,219892,Uhangrichnus chuni,species,Cenomanian,,100.5,93.9
1558659,219892,Koreanaornis hamanensis,species,Cenomanian,,100.5,93.9
1558661,219893,Theropoda,unranked clade,Cenomanian,,100.5,93.9
1558662,219893,Ornithopoda,unranked clade,Cenomanian,,100.5,93.9
1558663,219893,Ankylosauria,unranked clade,Cenomanian,,100.5,93.9
1558664,219893,Aves,class,Cenomanian,,100.5,93.9
1558665,219893,Sauropoda,unranked clade,Cenomanian,,100.5,93.9
1558666,219894,Theropoda,unranked clade,Barremian,Albian,125.77,100.5
1558667,219895,Theropoda,unranked clade,Barremian,Albian,125.77,100.5
1558668,219896,Sauropoda,unranked clade,Barremian,Albian,125.77,100.5
1558669,219896,Theropoda,unranked clade,Barremian,Albian,125.77,100.5
1558670,219897,Sauropoda,unranked clade,Barremian,Albian,125.77,100.5
1558671,219897,Theropoda,unranked clade,Barremian,Albian,125.77,100.5
1558672,219898,Sauropoda,unranked clade,Barremian,Albian,125.77,100.5
1558673,219898,Tatarornipes,genus,Barremian,Albian,125.77,100.5
1558674,219894,Menglongipus,genus,Barremian,Albian,125.77,100.5
1558675,219897,Jialingpus,genus,Barremian,Albian,125.77,100.5
1558676,219894,Eubrontidae,family,Barremian,Albian,125.77,100.5
1558677,219894,Eubrontidae,family,Barremian,Albian,125.77,100.5
1558678,219896,Eubrontidae,family,Barremian,Albian,125.77,100.5
1558679,219897,Eubrontidae,family,Barremian,Albian,125.77,100.5
1558680,219894,Jurabrontes,genus,Barremian,Albian,125.77,100.5
1558681,219895,Jurabrontes,genus,Barremian,Albian,125.77,100.5
1558682,219899,Dromaeosauriformipes rarus,species,Albian,,113.2,100.5
1558683,219899,Minisauripus,genus,Albian,,113.2,100.5
1558714,219907,Sauropoda,unranked clade,Coniacian,Santonian,89.8,83.6
1558747,34701,Anomoepus moghrebensis,species,Carnian,,237.0,227.3
1558764,219917,Coelurosauria,unranked clade,Carnian,,237.0,227.3
1558785,59686,Dromaeosauridae,family,Late Campanian,Early Maastrichtian,83.6,66.0
1558786,59686,Rhabdodon,genus,Late Campanian,Early Maastrichtian,83.6,66.0
1558787,59686,Castignovolucris sebei,species,Late Campanian,Early Maastrichtian,83.6,66.0
1558788,59686,Gargantuaviidae,family,Late Campanian,Early Maastrichtian,83.6,66.0
1558790,88583,Titanosauria,unranked clade,Late Campanian,Early Maastrichtian,83.6,66.0
1558791,26369,Gargantuaviidae,family,Late Maastrichtian,,72.2,66.0
1558806,176812,Yamatosaurus izanagii,species,Early Maastrichtian,,72.2,66.0
1558883,190375,Crotophaginae,subfamily,Late Pleistocene,,0.129,0.0117
1558895,219952,Pseudotetrasauropus,genus,Late Triassic,,237.0,201.4
1558896,219952,Grallator,genus,Late Triassic,,237.0,201.4
1558897,219952,Eoanomoepus latus,species,Late Triassic,,237.0,201.4
1558910,96875,Coelurosaurichnus ratumensis,species,Anisian,,246.7,241.464
1559169,219970,Ornithopoda,unranked clade,Barremian,Albian,125.77,100.5
1559170,219970,Brontopodus,genus,Barremian,Albian,125.77,100.5
1559171,219971,Caririchnium,genus,Barremian,Albian,125.77,100.5
1559172,219971,Ornithopoda,unranked clade,Barremian,Albian,125.77,100.5
1559173,219971,Eubrontes,genus,Barremian,Albian,125.77,100.5
1559174,219972,Koreanaornis,genus,Albian,,113.2,100.5
1559175,219972,Parabrontopodus,genus,Albian,,113.2,100.5
1559176,219973,Brontopodus,genus,Albian,,113.2,100.5
1559177,219974,Brontopodus,genus,Albian,,113.2,100.5
1559178,219974,Jialingpus,genus,Albian,,113.2,100.5
1559179,219975,Sauropoda,unranked clade,Barremian,Albian,125.77,100.5
1559180,219975,Ornithopoda,unranked clade,Barremian,Albian,125.77,100.5
1559181,219975,Aves,class,Barremian,Albian,125.77,100.5
1559182,219976,Dromaeosauripus,genus,Aptian,Albian,121.4,100.5
1559183,219976,Theropoda,unranked clade,Aptian,Albian,121.4,100.5
1559184,219976,Brontopodus,genus,Aptian,Albian,121.4,100.5
1559185,219976,Parabrontopodus,genus,Aptian,Albian,121.4,100.5
1559186,219977,Theropoda,unranked clade,Aptian,Albian,121.4,100.5
1559187,219977,Parabrontopodus,genus,Aptian,Albian,121.4,100.5
1559188,219978,Sauropoda,unranked clade,Aptian,Albian,121.4,100.5
1559189,219979,Sauropoda,unranked clade,Aptian,Albian,121.4,100.5
1559190,219980,Parabrontopodus,genus,Aptian,Albian,121.4,100.5
1559191,219980,Psittacosauridae,family,Aptian,Albian,121.4,100.5
1559192,219981,Parabrontopodus,genus,Aptian,Albian,121.4,100.5
1559193,219981,Brontopodus,genus,Aptian,Albian,121.4,100.5
1559194,60756,Grallator,genus,Sinemurian,,199.5,192.9
1559195,60756,Eubrontes,genus,Sinemurian,,199.5,192.9
1559196,60756,Wintonopus,genus,Sinemurian,,199.5,192.9
1559197,60756,Anomoepus,genus,Sinemurian,,199.5,192.9
1559198,60756,Theropoda,unranked clade,Sinemurian,,199.5,192.9
1559199,60756,Theropoda,unranked clade,Sinemurian,,199.5,192.9
1559200,60756,Theropoda,unranked clade,Sinemurian,,199.5,192.9
1559249,219992,Theropoda,unranked clade,Early Cretaceous,,143.1,100.5
1559250,219992,Grallator,genus,Early Cretaceous,,143.1,100.5
1559251,219992,Sauropoda,unranked clade,Early Cretaceous,,143.1,100.5
1559252,219993,Velociraptorichnus,genus,Early Cretaceous,,143.1,100.5
1559253,219993,Brontopodus,genus,Early Cretaceous,,143.1,100.5
1559255,60497,Thyreophora,unranked clade,Barremian,Albian,125.77,100.5
1559256,182654,Theropoda,unranked clade,Barremian,Albian,125.77,100.5
1559258,101462,Dromaeosauridae,family,Campanian,,83.6,72.2
1559259,219995,Sauropoda,unranked clade,Barremian,Albian,125.77,100.5
1559260,219996,Theropoda,unranked clade,Barremian,Albian,125.77,100.5
1559261,219997,Theropoda,unranked clade,Barremian,Albian,125.77,100.5
1559262,219997,Velociraptorichnus,genus,Barremian,Albian,125.77,100.5
1559263,219997,Brontopodus,genus,Barremian,Albian,125.77,100.5
1559264,219997,Caririchnium liucixini,species,Barremian,Albian,125.77,100.5
1559266,219998,Velociraptorichnus zhangi,species,Early Cretaceous,,143.1,100.5
1559267,219998,Anomoepus,genus,Early Cretaceous,,143.1,100.5
1559268,219998,Brontopodus,genus,Early Cretaceous,,143.1,100.5
1559269,219999,Eubrontes,genus,Barremian,Albian,125.77,100.5
1559270,219999,Dromaeopodus,genus,Barremian,Albian,125.77,100.5
1559271,220000,Gigandipus chiappei,species,Barremian,Albian,125.77,100.5
1559272,220000,Wupus,genus,Barremian,Albian,125.77,100.5
1559273,220000,Theropoda,unranked clade,Barremian,Albian,125.77,100.5
1559274,220001,Minisauripus zhenshuonani,species,Berriasian,Barremian,143.1,121.4
1559275,220001,Jialingpus,genus,Berriasian,Barremian,143.1,121.4
1559276,220001,Theropoda,unranked clade,Berriasian,Barremian,143.1,121.4
1559277,220002,Theropoda,unranked clade,Berriasian,Barremian,143.1,121.4
1559278,220003,Titanosauriformes,unranked clade,Berriasian,Barremian,143.1,121.4
1559280,220003,Theropoda,unranked clade,Berriasian,Barremian,143.1,121.4
1559281,220003,Dromaeopodus,genus,Berriasian,Barremian,143.1,121.4
1559292,220010,Eubrontes,genus,Early Cretaceous,,143.1,100.5
1559293,220010,Sauropoda,unranked clade,Early Cretaceous,,143.1,100.5
1559294,220011,Theropoda,unranked clade,Early Cretaceous,,143.1,100.5
1559295,220012,Sauropoda,unranked clade,Early Cretaceous,,143.1,100.5
1559296,220013,Sauropoda,unranked clade,Early Cretaceous,,143.1,100.5
1559297,220014,Brontopodus,genus,Early Cretaceous,,143.1,100.5
1559301,220015,Dromaeosauripus,genus,Late Barremian,,125.77,121.4
1559302,220015,Grallator,genus,Late Barremian,,125.77,121.4
1559303,220015,Asianopodus robustus,species,Late Barremian,,125.77,121.4
1559304,123587,Grallator,genus,Late Barremian,,125.77,121.4
1559305,220016,Sauropoda,unranked clade,Barremian,Albian,125.77,100.5
1559306,220017,Theropoda,unranked clade,Aptian,,121.4,113.2
1559310,52850,Velociraptorichnus,genus,Berriasian,,143.1,137.05
1559311,52850,Eubrontes,genus,Berriasian,,143.1,137.05
1559312,52850,Grallator,genus,Berriasian,,143.1,137.05
1559313,52850,Sauropoda,unranked clade,Berriasian,,143.1,137.05
1559314,220018,Therangospodus,genus,Berriasian,,143.1,137.05
1559315,220018,Ornithopoda,unranked clade,Berriasian,,143.1,137.05
1559316,220019,Sauropoda,unranked clade,Valanginian,,137.05,132.6
1559317,220020,Parabrontopodus,genus,Valanginian,,137.05,132.6
1559318,220021,Sauropoda,unranked clade,Valanginian,,137.05,132.6
1559319,220021,Theropoda,unranked clade,Valanginian,,137.05,132.6
1559320,220022,Sauropoda,unranked clade,Valanginian,,137.05,132.6
1559321,220023,Sauropoda,unranked clade,Valanginian,,137.05,132.6
1559322,220024,Sauropoda,unranked clade,Valanginian,,137.05,132.6
1559323,220025,Sauropoda,unranked clade,Valanginian,,137.05,132.6
1559324,220026,Sauropoda,unranked clade,Valanginian,,137.05,132.6
1559325,220026,Deinonychosauria,infraorder,Valanginian,,137.05,132.6
1559326,220027,Sauropoda,unranked clade,Valanginian,,137.05,132.6
1559327,220027,Asianopodus,genus,Valanginian,,137.05,132.6
1559328,153397,Eubrontes,genus,Valanginian,,137.05,132.6
1559329,220020,Eubrontes,genus,Valanginian,,137.05,132.6
1559330,153397,Grallator,genus,Valanginian,,137.05,132.6
1559331,220020,Grallator,genus,Valanginian,,137.05,132.6
1559332,74734,Jialingpus,genus,Late Kimmeridgian,Valanginian,152.21,132.6
1559333,220028,Grallator,genus,Late Kimmeridgian,Valanginian,152.21,132.6
1559334,59253,Grallator,genus,Late Kimmeridgian,Valanginian,152.21,132.6
1559335,67540,Theropoda,unranked clade,Late Campanian,Early Maastrichtian,83.6,66.0
1559344,220020,Sauropoda,unranked clade,Valanginian,,137.05,132.6
1559356,220036,Elongatoolithus elongatus,species,Maastrichtian,,72.2,66.0
1559358,220037,Aves,class,Aptian,,121.4,113.2
1559359,220037,Theropoda,unranked clade,Aptian,,121.4,113.2
1559366,220038,Theropoda,unranked clade,Aptian,,121.4,113.2
1559369,220039,Aves,class,Aptian,,121.4,113.2
1559370,220039,Theropoda,unranked clade,Aptian,,121.4,113.2
1559373,220040,Theropoda,unranked clade,Aptian,,121.4,113.2
1559375,220040,Sauropoda,unranked clade,Aptian,,121.4,113.2
1559383,60512,Ordexallopus zhanglifui,species,Late Barremian,,125.77,121.4
1559480,220044,Anomoepus,genus,Aalenian,Bajocian,174.7,168.2
1559481,220045,Eubrontes,genus,Valanginian,Hauterivian,137.05,125.77
1559494,220047,Koreanaornis,genus,Late Cretaceous,,100.5,66.0
1559514,59177,Brontopodus birdi,species,Aptian,Albian,121.4,100.5
1559516,220049,Dinosauria,unranked clade,Aptian,Albian,121.4,100.5
1559517,220050,Theropoda,unranked clade,Aptian,Albian,121.4,100.5
1559518,220051,Dinosauria,unranked clade,Aptian,Albian,121.4,100.5
1559519,220052,Dinosauria,unranked clade,Aptian,Albian,121.4,100.5
1559520,55193,Dinosauria,unranked clade,Early Cenomanian,,100.5,93.9
1559521,55193,Ornithopoda,unranked clade,Early Cenomanian,,100.5,93.9
1559522,94372,Pinacosaurus grangeri,species,Campanian,,83.6,72.2
1559523,220053,Pinacosaurus grangeri,species,Campanian,,83.6,72.2
1559524,220054,Pinacosaurus grangeri,species,Campanian,,83.6,72.2
1559525,220055,Pinacosaurus grangeri,species,Campanian,,83.6,72.2
1559526,64018,Crichtonpelta benxiensis,species,Late Albian,,106.3,100.5
1559532,220058,Caririchnium lotus,species,Barremian,Albian,125.77,100.5
1559536,220059,Caririchnium lotus,species,Barremian,Albian,125.77,100.5
1559537,220060,Caririchnium lotus,species,Barremian,Albian,125.77,100.5
1559538,220061,Sauropoda,unranked clade,Barremian,Albian,125.77,100.5
1559539,220061,Ornithopoda,unranked clade,Barremian,Albian,125.77,100.5
1559540,220062,Sauropoda,unranked clade,Barremian,Albian,125.77,100.5
1559541,220062,Ornithopoda,unranked clade,Barremian,Albian,125.77,100.5
1559542,220063,Ornithopoda,unranked clade,Barremian,Albian,125.77,100.5
1559551,220059,Sauropoda,unranked clade,Barremian,Albian,125.77,100.5
1559553,220063,Sauropoda,unranked clade,Barremian,Albian,125.77,100.5
1559554,220058,Sauropoda,unranked clade,Barremian,Albian,125.77,100.5
1559555,220058,Theropoda,unranked clade,Barremian,Albian,125.77,100.5
1559566,182654,Sauropoda,unranked clade,Barremian,Albian,125.77,100.5
1559573,220069,Shenmuichnus wangi,species,Sinemurian,,199.5,192.9
1559574,220069,Theropoda,unranked clade,Sinemurian,,199.5,192.9
1559584,220075,Prosauropoda,unranked clade,Rhaetian,Hettangian,205.7,199.5
1559588,220077,Massospondylus,genus,Hettangian,Sinemurian,201.4,192.9
1559597,220079,Ornithopoda,unranked clade,Late Aptian,,119.57,113.2
1559598,220084,Ornithopoda,unranked clade,Late Aptian,,119.57,113.2
1559599,220085,Ornithopoda,unranked clade,Late Aptian,,119.57,113.2
1559600,220086,Ornithopoda,unranked clade,Early Albian,,113.2,110.1
1559601,220084,Sauropoda,unranked clade,Late Aptian,,119.57,113.2
1559602,182651,Theropoda,unranked clade,Late Kimmeridgian,Valanginian,152.21,132.6
1559615,220087,Lambeosaurinae,subfamily,Late Campanian,,83.6,72.2
1559618,203217,Sauropodomorpha,unranked clade,Norian,,227.3,205.7
1559623,220089,Macroelongatoolithus carlylei,species,Campanian,,83.6,72.2
1559624,220090,Protodictyoolithus neixiangensis,species,Campanian,,83.6,72.2
1559631,220097,Protodictyoolithus neixiangensis,species,Campanian,,83.6,72.2
1559632,220098,Protodictyoolithus neixiangensis,species,Campanian,,83.6,72.2
1559633,220099,Protodictyoolithus neixiangensis,species,Campanian,,83.6,72.2
1559634,220100,Theropoda,unranked clade,Late Aptian,Early Albian,119.57,110.1
1559635,220101,Caririchnium lotus,species,Early Cretaceous,,143.1,100.5
1559636,220101,Theropoda,unranked clade,Early Cretaceous,,143.1,100.5
1559637,220102,Carcharodontosauridae,family,Early Cretaceous,,143.1,100.5
1559638,220103,Dinosauria,unranked clade,Early Cretaceous,,143.1,100.5
1559640,206553,Rapetosaurus krausei,species,Maastrichtian,,72.2,66.0
1559641,206553,Majungasaurus crenatissimus,species,Maastrichtian,,72.2,66.0
1559642,206553,Masiakasaurus knopfleri,species,Maastrichtian,,72.2,66.0
1559643,206553,Paraves,unranked clade,Maastrichtian,,72.2,66.0
1559645,214438,Sauropoda,unranked clade,Albian,,113.2,100.5
1559647,220104,Ornithopoda,unranked clade,Albian,,113.2,100.5
1559649,220104,Aves,class,Albian,,113.2,100.5
1559650,220104,Theropoda,unranked clade,Albian,,113.2,100.5
1559656,220108,Aves,class,Cretaceous,,143.1,66.0
1559657,220107,Sauropoda,unranked clade,Cretaceous,,143.1,66.0
1559658,220106,Dinosauria,unranked clade,Aptian,Early Albian,121.4,110.1
1559660,220106,Aves,class,Aptian,Early Albian,121.4,110.1
1559661,220109,Caririchnium,genus,Late Albian,,106.3,100.5
1559662,220110,Theropoda,unranked clade,Valanginian,Hauterivian,137.05,125.77
1559663,220110,Sauropoda,unranked clade,Valanginian,Hauterivian,137.05,125.77
1559664,220110,Ornithopoda,unranked clade,Valanginian,Hauterivian,137.05,125.77
1559665,220111,Caririchnium yeongdongensis,species,Valanginian,Hauterivian,137.05,125.77
1559666,220111,Aves,class,Valanginian,Hauterivian,137.05,125.77
1559667,220112,Dinosauria,unranked clade,Tuvalian,Lacian,233.6,215.38
1559668,220113,Rhabdodon,genus,Late Campanian,,83.6,72.2
1559671,220114,Prosauropoda,unranked clade,Alaunian,Sevatian,215.38,205.7
1559672,220114,Theropoda,unranked clade,Alaunian,Sevatian,215.38,205.7
1559673,220115,Grallator,genus,Alaunian,Sevatian,215.38,205.7
1559674,220115,Eubrontes,genus,Alaunian,Sevatian,215.38,205.7
1559675,220115,Theropoda,unranked clade,Alaunian,Sevatian,215.38,205.7
1559676,220115,Prosauropoda,unranked clade,Alaunian,Sevatian,215.38,205.7
1559677,154726,Turiasauria,unranked clade,Late Kimmeridgian,,152.21,149.2
1559678,49248,Turiasauria,unranked clade,Middle Tithonian,Late Tithonian,149.2,143.1
1559679,219241,Turiasauria,unranked clade,Kimmeridgian,,154.8,149.2
1559680,115193,Cairanoolithus roussetensis,species,Early Maastrichtian,,72.2,66.0
1559688,89990,Dromaeosauridae,family,Late Campanian,,83.6,72.2
1559691,220116,Dinosauria,unranked clade,Campanian,Maastrichtian,83.6,66.0
1559692,220113,Dinosauria,unranked clade,Late Campanian,,83.6,72.2
1559695,220117,Dromaeosauridae,family,Early Campanian,,83.6,72.2
1559696,220117,Nodosauridae,family,Early Campanian,,83.6,72.2
1559703,220118,Dinosauria,unranked clade,Campanian,Maastrichtian,83.6,66.0
1559704,220116,Titanosauria,unranked clade,Campanian,Maastrichtian,83.6,66.0
1559705,220087,Tyrannosauridae,family,Late Campanian,,83.6,72.2
1559715,69621,Edmontosaurus regalis,species,Early Maastrichtian,,72.2,66.0
1559716,69621,Ornithischia,unranked clade,Early Maastrichtian,,72.2,66.0
1559717,69621,Tyrannosauridae,family,Early Maastrichtian,,72.2,66.0
1559718,69621,Troodontidae,family,Early Maastrichtian,,72.2,66.0
1559719,69621,Dromaeosauridae,family,Early Maastrichtian,,72.2,66.0
1559723,69621,Ceratopsidae,family,Early Maastrichtian,,72.2,66.0
1559724,69621,Hadrosauridae,family,Early Maastrichtian,,72.2,66.0
1559725,69621,Dinosauria,unranked clade,Early Maastrichtian,,72.2,66.0
1559726,220119,Albertosaurus,genus,Early Maastrichtian,,72.2,66.0
1559727,220119,Pachyrhinosaurus canadensis,species,Early Maastrichtian,,72.2,66.0
1559729,220119,Troodontidae,family,Early Maastrichtian,,72.2,66.0
1559734,220119,Edmontosaurus regalis,species,Early Maastrichtian,,72.2,66.0
1559735,220119,Dinosauria,unranked clade,Early Maastrichtian,,72.2,66.0
1559736,220120,Dinosauria,unranked clade,Middle Campanian,Maastrichtian,83.6,66.0
1559737,220120,Hadrosauridae,family,Middle Campanian,Maastrichtian,83.6,66.0
1559738,220121,Dinosauria,unranked clade,Late Campanian,,83.6,72.2
1559740,220122,Lambeosaurinae,subfamily,Late Campanian,,83.6,72.2
1559741,220122,Tyrannosauridae,family,Late Campanian,,83.6,72.2
1559742,220123,Hadrosauridae,family,Late Campanian,,83.6,72.2
1559745,220124,Hadrosauropodus,genus,Late Campanian,,83.6,72.2
1559748,220125,Hadrosauropodus,genus,Late Campanian,,83.6,72.2
1559773,220129,Pachyrhinosaurus,genus,Late Campanian,,83.6,72.2
1559774,220129,Tyrannosauridae,family,Late Campanian,,83.6,72.2
1559775,220130,Hadrosauridae,family,Late Campanian,,83.6,72.2
1559776,220131,Dinosauria,unranked clade,Middle Campanian,Maastrichtian,83.6,66.0
1559777,220131,Tyrannosauridae,family,Middle Campanian,Maastrichtian,83.6,66.0
1559778,220132,Hadrosauridae,family,Middle Campanian,Early Maastrichtian,83.6,66.0
1559789,220133,Dromaeosauridae,family,Early Campanian,,83.6,72.2
1559804,28454,Abelisauridae,family,Late Campanian,,83.6,72.2
1559806,220134,Rhabdodontidae,family,Late Campanian,,83.6,72.2
1559808,220134,Atsinganosaurus velauciensis,species,Late Campanian,,83.6,72.2
1559809,220134,Nodosauridae,family,Late Campanian,,83.6,72.2
1559819,220134,Megaloolithus aureliensis,species,Late Campanian,,83.6,72.2
1559820,220134,Matheronodon provincialis,species,Late Campanian,,83.6,72.2
1559821,220134,Abelisauridae,family,Late Campanian,,83.6,72.2
1559823,220134,Dromaeosauridae,family,Late Campanian,,83.6,72.2
