taxon_no,accepted_name,accepted_rank,parent_no,is_extant,n_occs
197830,Largirostrornis,genus,198440,extinct,1
131080,Alethoalaornithidae,family,131081,extinct,1
131079,Alethoalaornis,genus,131080,extinct,1
131082,Alethoalaornis agitornis,species,131079,extinct,1
137349,Cathayornithidae,family,131081,extinct,2
197826,Longchengornis,genus,137349,extinct,1
197827,Longchengornis sanyanensis,species,197826,extinct,1
347652,Gracilornis,genus,137349,extinct,1
347653,Gracilornis jiufotangensis,species,347652,extinct,1
450119,Avimaia,genus,53286,extinct,1
450120,Avimaia schweitzerae,species,450119,extinct,1
98805,Euenantiornithes,superorder,53286,extinct,24
119643,Euenantiornithes,superorder,98805,extinct,0
119645,Euenantiornithes,superorder,98805,extinct,0
39258,Enantiornis,genus,98805,extinct,4
194796,Enantiornis walkeri,species,39258,extinct,1
53307,Enantiornis leali,species,39258,extinct,1
194800,Enantiornis martini,species,39258,extinct,1
304221,Grabauornis,genus,98805,extinct,1
304222,Grabauornis lingyuanensis,species,304221,extinct,1
98808,Apsaraviformes,order,98805,extinct,0
98809,Apsaravidae,family,98808,extinct,0
109397,Martinavis,genus,98805,extinct,6
203281,Martinavis minor,species,109397,extinct,1
203280,Martinavis saltariensis,species,109397,extinct,1
109398,Martinavis cruzyensis,species,109397,extinct,1
203282,Martinavis whetstonei,species,109397,extinct,1
109399,Martinavis vincei,species,109397,extinct,1
203283,Elbretornis,genus,98805,extinct,2
203284,Elbretornis bonapartei,species,203283,extinct,1
119644,Euenantiornithes,superorder,98805,extinct,2
119646,Euenantiornithes,superorder,98805,extinct,2
324067,Cratoavis,genus,98805,extinct,1
324068,Cratoavis cearensis,species,324067,extinct,1
133737,Dalingheornis,genus,98805,extinct,1
133739,Dalingheornis liweii,species,133737,extinct,1
98806,Rahonaviformes,order,98805,extinct,0
98807,Rahonavidae,family,98806,extinct,0
294791,Fortunguavis,genus,53286,extinct,1
294792,Fortunguavis xiaotaizicus,species,294791,extinct,1
39254,Gobipteryx,genus,53286,extinct,8
57334,Gobipteryx minuta,species,39254,extinct,5
71341,Gobipteryx minuta,species,39254,extinct,5
53285,Avisauridae,family,53286,extinct,12
38616,Avisaurus,genus,53285,extinct,2
64064,Avisaurus archibaldi,species,38616,extinct,2
203291,Bauxitornis,genus,53285,extinct,2
203292,Bauxitornis mindszentyae,species,203291,extinct,1
203285,Enantiophoenix,genus,53285,extinct,1
203287,Enantiophoenix electrophyla,species,203285,extinct,1
378784,Mirarce,genus,53285,extinct,1
378785,Mirarce eatoni,species,378784,extinct,1
100990,Soroavisaurus,genus,53285,extinct,1
100991,Soroavisaurus australis,species,100990,extinct,1
53284,Neuquenornis,genus,53285,extinct,2
100989,Neuquenornis volans,species,53284,extinct,2
199758,Intiornis,genus,53285,extinct,1
199759,Intiornis inexpectatus,species,199758,extinct,1
122606,Halimornis,genus,53285,extinct,1
122607,Halimornis thompsoni,species,122606,extinct,1
378786,Gettyia,genus,53285,extinct,1
378787,Gettyia gloriae,species,378786,extinct,1
510465,Imparavis,genus,53286,extinct,1
346511,Linyiornis,genus,53286,extinct,1
346512,Linyiornis amoena,species,346511,extinct,1
429320,Falcatakely,genus,53286,extinct,1
429321,Falcatakely forsterae,species,429320,extinct,1
137359,Longipterygidae,family,53286,extinct,9
119304,Longirostravis,genus,137359,extinct,1
119305,Longirostravis hani,species,119304,extinct,1
148716,Rapaxavis,genus,137359,extinct,1
148717,Rapaxavis pani,species,148716,extinct,1
249030,Shengjingornis,genus,137359,extinct,1
249031,Shengjingornis yangi,species,249030,extinct,1
146356,Shanweiniao,genus,137359,extinct,1
146357,Shanweiniao cooperorum,species,146356,extinct,1
226125,Camptodontornis,genus,137359,extinct,1
394198,Camptodontornis yangi,species,226125,extinct,1
185385,Camptodontornis,genus,137359,extinct,1
137360,Longipteryx,genus,137359,extinct,3
137361,Longipteryx chaoyangensis,species,137360,extinct,2
119288,Boluochia,genus,137359,extinct,1
119289,Boluochia zhengi,species,119288,extinct,1
286807,Gobipipus,genus,53286,extinct,1
286808,Gobipipus reshetovi,species,286807,extinct,1
401263,Gretcheniao,genus,53286,extinct,1
401264,Gretcheniao sinensis,species,401263,extinct,1
461661,Yuornis,genus,53286,extinct,1
461662,Yuornis junchangi,species,461661,extinct,1
391373,Orienantius,genus,53286,extinct,1
391374,Orienantius ritteri,species,391373,extinct,1
432957,Mirusavis,genus,53286,extinct,0
432958,Mirusavis parvus,species,432957,extinct,0
137358,Longipterygiformes,order,53286,extinct,0
308026,Pengornithidae,family,53286,extinct,6
166965,Pengornis,genus,308026,extinct,1
166966,Pengornis houi,species,166965,extinct,1
321576,Parapengornis,genus,308026,extinct,2
321577,Parapengornis eurycaudatus,species,321576,extinct,2
483989,Yuanchuavis,genus,308026,extinct,1
483990,Yuanchuavis kompsosoura,species,483989,extinct,1
308024,Eopengornis,genus,308026,extinct,1
308025,Eopengornis martini,species,308024,extinct,1
379276,Chiappeavis,genus,308026,extinct,1
379277,Chiappeavis magnapremaxillo,species,379276,extinct,1
471702,Yatenavis,genus,53286,extinct,1
471703,Yatenavis ieujensis,species,471702,extinct,1
137352,Cathayornis,genus,53286,extinct,3
137353,Cathayornis yandica,species,137352,extinct,3
197829,Cathayornis yandica,species,137352,extinct,3
197831,Cathayornis yandica,species,137352,extinct,3
119326,Protopterygiformes,order,53286,extinct,0
119327,Protopterygidae,family,119326,extinct,0
91348,Protopteryx,genus,53286,extinct,2
91349,Protopteryx fengningensis,species,91348,extinct,2
198433,Aberratiodontuidae,family,53286,extinct,0
372277,Pterygornis,genus,53286,extinct,1
372278,Pterygornis dapingfangensis,species,372277,extinct,1
358693,Piscivorenantiornis,genus,53286,extinct,1
358694,Piscivorenantiornis inusitatus,species,358693,extinct,1
322033,Holbotia,genus,53286,extinct,1
322034,Holbotia ponomarenkoi,species,322033,extinct,1
312914,Houornis,genus,53286,extinct,1
312940,Houornis caudatus,species,312914,extinct,1
119328,Longirostravisiformes,order,53286,extinct,0
119330,Longirostravisidae,family,119328,extinct,0
137423,Noguerornis,genus,53286,extinct,1
137424,Noguerornis gonzalezi,species,137423,extinct,1
500580,Navaornis,genus,53286,extinct,1
500581,Navaornis hestiae,species,500580,extinct,1
119308,Eoenantiornithiformes,order,53286,extinct,2
119309,Eoenantiornithidae,family,119308,extinct,2
203217,Dapingfangornis,genus,119309,extinct,2
203218,Dapingfangornis sentisorhinus,species,203217,extinct,1
71346,Alexornithiformes,order,53286,extinct,21
194804,Catenoleimus,genus,71346,extinct,1
194805,Catenoleimus anachoretus,species,194804,extinct,0
39256,Enantiornithidae,family,71346,extinct,3
296021,Gurilynia,genus,39256,extinct,1
296022,Gurilynia nessovi,species,296021,extinct,1
71342,Alexornithidae,family,71346,extinct,16
39260,Zhyraornis,genus,71342,extinct,3
70296,Zhyraornis kashkarovi,species,39260,extinct,2
137282,Zhyraornis logunovi,species,39260,extinct,1
39257,Sazavis,genus,71342,extinct,2
137281,Sazavis prisca,species,39257,extinct,2
194798,Incolornis,genus,71342,extinct,1
194799,Incolornis silvae,species,194798,extinct,1
39253,Alexornithidae,family,71346,extinct,16
39259,Alexornithidae,family,71346,extinct,16
70297,Kizylkumavis,genus,71342,extinct,1
70298,Kizylkumavis cretacea,species,70297,extinct,1
53320,Alexornis,genus,71342,extinct,1
53319,Alexornis antecedens,species,53320,extinct,1
71340,Nanantius,genus,71342,extinct,2
81247,Nanantius eos,species,71340,extinct,1
194802,Abavornis,genus,71342,extinct,2
194803,Abavornis bonaparti,species,194802,extinct,1
194794,Explorornis,genus,71342,extinct,3
194795,Explorornis nessovi,species,194794,extinct,1
71343,Lenesornis,genus,71342,extinct,1
71345,Lenesornis maltshevskyi,species,71343,extinct,1
316250,Dunhuangia,genus,53286,extinct,1
316251,Dunhuangia cuii,species,316250,extinct,1
496847,Fortipesavis,genus,53286,extinct,1
496849,Fortipesavis prehendens,species,496847,extinct,1
133732,Elsornis,genus,53286,extinct,1
133734,Elsornis keni,species,133732,extinct,1
287261,Parvavis,genus,53286,extinct,1
287262,Parvavis chuxiongensis,species,287261,extinct,1
294798,Evgenavis,genus,53286,extinct,1
294799,Evgenavis nobilis,species,294798,extinct,1
372464,Cruralispennia,genus,53286,extinct,1
372467,Cruralispennia multidonta,species,372464,extinct,1
137362,Paraprotopteryx,genus,53286,extinct,1
137363,Paraprotopteryx gracilis,species,137362,extinct,1
39255,Enantiornithiformes,order,53286,extinct,0
119280,Boluochiformes,order,53286,extinct,0
119281,Boluochidae,family,119280,extinct,0
391268,Microenantiornis,genus,53286,extinct,1
391269,Microenantiornis vulgaris,species,391268,extinct,1
174105,Enantiornithes,subclass,53286,extinct,0
401265,Shangyang,genus,53286,extinct,1
401266,Shangyang graciles,species,401265,extinct,1
471611,Castignovolucris,genus,53286,extinct,1
471612,Castignovolucris sebei,species,471611,extinct,1
65828,Eoalulavis,genus,53286,extinct,1
65829,Eoalulavis hoyasi,species,65828,extinct,1
474185,Brevirostruavis,genus,53286,extinct,1
474186,Brevirostruavis macrohyoideus,species,474185,extinct,1
119310,Eoenantiornis,genus,53286,extinct,1
119311,Eoenantiornis buhleri,species,119310,extinct,1
119300,Vescornis,genus,53286,extinct,1
119301,Vescornis hebeiensis,species,119300,extinct,1
65830,Iberomesornis,genus,53286,extinct,2
65831,Iberomesornis romerali,species,65830,extinct,1
391288,Junornis,genus,53286,extinct,1
391289,Junornis houi,species,391288,extinct,1
186991,Qiliania,genus,53286,extinct,1
186992,Qiliania graffini,species,186991,extinct,1
163513,Flexomornis,genus,53286,extinct,1
163514,Flexomornis howei,species,163513,extinct,1
153858,Enantiornithes,subclass,53286,extinct,1
234357,Xiangornis,genus,53286,extinct,1
234358,Xiangornis shenmi,species,234357,extinct,1
137388,Sinornis,genus,53286,extinct,1
137389,Sinornis santensis,species,137388,extinct,1
388971,Elektorornis,genus,53286,extinct,1
388972,Elektorornis chenguangi,species,388971,extinct,1
71347,Euornithiformes,order,53286,extinct,0
71348,Concornithidae,family,71347,extinct,0
100987,Yungavolucris,genus,53286,extinct,1
100988,Yungavolucris brevipedalis,species,100987,extinct,1
288067,Bohaiornithidae,family,53286,extinct,8
277339,Zhouornis,genus,288067,extinct,2
277340,Zhouornis hani,species,277339,extinct,2
255055,Sulcavis,genus,288067,extinct,1
255056,Sulcavis geeorum,species,255055,extinct,1
178339,Bohaiornis,genus,288067,extinct,2
178341,Bohaiornis guoi,species,178339,extinct,2
166959,Shenqiornis,genus,288067,extinct,1
166960,Shenqiornis mengi,species,166959,extinct,1
288066,Parabohaiornis,genus,288067,extinct,1
288068,Parabohaiornis martini,species,288066,extinct,1
288069,Longusunguis,genus,288067,extinct,1
288070,Longusunguis kurochkini,species,288069,extinct,1
346084,Feitianius,genus,53286,extinct,1
346085,Feitianius paradisi,species,346084,extinct,1
317701,Yuanjiawaornis,genus,53286,extinct,1
317702,Yuanjiawaornis viriosus,species,317701,extinct,1
184222,Huoshanornis,genus,53286,extinct,1
184223,Huoshanornis huji,species,184222,extinct,1
100983,Concornis,genus,53286,extinct,2
100984,Concornis lacustris,species,100983,extinct,2
273051,Xinghaiornis,genus,64115,extinct,1
273052,Xinghaiornis lini,species,273051,extinct,1
39240,Archaeopteryx,genus,53211,extinct,10
68523,Archaeopteryx,genus,53211,extinct,10
67505,Archaeopteryx,genus,53211,extinct,10
378415,Archaeopteryx albersdoerferi,species,39240,extinct,1
67506,Archaeopteryx,genus,53211,extinct,10
67508,Jurapteryx recurva,species,39240,extinct,1
55487,Archaeopteryx lithographica,species,39240,extinct,6
68522,Archaeopteryx lithographica,species,39240,extinct,6
68524,Archaeopteryx lithographica,species,39240,extinct,6
203080,Archaeopteryx lithographica,species,39240,extinct,6
68527,Archaeopteryx lithographica,species,39240,extinct,6
137495,Archaeopteryx lithographica,species,39240,extinct,6
68525,Archaeopteryx lithographica,species,39240,extinct,6
64362,Archaeopteryx lithographica,species,39240,extinct,6
243265,Dalianraptor,genus,53211,extinct,1
243266,Dalianraptor cuhe,species,243265,extinct,1
269467,Aurornis,genus,53211,extinct,1
269468,Aurornis xui,species,269467,extinct,1
68521,Wellnhoferia,genus,53211,extinct,0
67356,Avialae,unranked clade,53211,extinct,0
64113,Paraves,unranked clade,55486,extant,16620
57260,Deinonychosauria,infraorder,64113,extant,1298
110739,Dromaeopodidae,family,57260,extinct,13
110740,Dromaeopodus,genus,110739,extinct,4
110741,Dromaeopodus shandongensis,species,110740,extinct,1
170649,Menglongipus,genus,110739,extinct,2
170650,Menglongipus sinensis,species,170649,extinct,1
170651,Dromaeosauripus,genus,110739,extinct,7
170652,Dromaeosauripus hamanensis,species,170651,extinct,1
303154,Dromaeosauripus jinjuensis,species,170651,extinct,1
348414,Dromaeosauripus yongjingensis,species,170651,extinct,1
54468,Troodontidae,family,57260,extinct,250
155058,Anchiornis,genus,54468,extinct,3
155059,Anchiornis huxleyi,species,155058,extinct,3
65529,Archaeornithoides,genus,54468,extinct,1
65530,Archaeornithoides deinosauriscus,species,65529,extinct,1
391793,Hesperornithoides,genus,54468,extinct,1
391794,Hesperornithoides miessleri,species,391793,extinct,1
38569,Troodontidae,family,57260,extinct,250
66619,Tochisaurus,genus,54468,extinct,1
66620,Tochisaurus nemegtensis,species,66619,extinct,1
63891,Troodontidae,family,54468,extinct,0
65354,Troodontidae,family,54468,extinct,0
494700,Harenadraco,genus,54468,extinct,1
494701,Harenadraco prima,species,494700,extinct,1
287652,Gobivenator,genus,54468,extinct,1
287653,Gobivenator mongoliensis,species,287652,extinct,1
68411,Troodontidae,family,54468,extinct,1
68412,Troodontidae,family,68411,extinct,1
235253,Geminiraptor,genus,54468,extinct,1
235254,Geminiraptor suarezarum,species,235253,extinct,1
433872,Jinfengopteryginae,subfamily,54468,extinct,4
243344,Philovenator,genus,433872,extinct,1
243347,Philovenator curriei,species,243344,extinct,1
391222,Liaoningvenator,genus,433872,extinct,1
391223,Liaoningvenator curriei,species,391222,extinct,1
156161,Jinfengopteryx,genus,433872,extinct,1
156162,Jinfengopteryx elegans,species,156161,extinct,1
433861,Tamarro,genus,433872,extinct,1
433862,Tamarro insperatus,species,433861,extinct,1
379275,Troodontinae,subfamily,54468,extinct,154
57019,Byronosaurus,genus,379275,extinct,3
57020,Byronosaurus jaffei,species,57019,extinct,2
96667,Urbacodon,genus,379275,extinct,6
96668,Urbacodon itemirensis,species,96667,extinct,1
494317,Urbacodon norelli,species,96667,extinct,1
243255,Linhevenator,genus,379275,extinct,1
243256,Linhevenator tani,species,243255,extinct,1
518014,Saurornithoidini,tribe,379275,extinct,11
64790,Borogovia,genus,518014,extinct,1
64791,Borogovia gracilicrus,species,64790,extinct,1
38573,Saurornithoides,genus,518014,extinct,8
54470,Saurornithoides mongoliensis,species,38573,extinct,5
168437,Zanabazar,genus,518014,extinct,1
168438,Zanabazar junior,species,168437,extinct,1
243378,Talos,genus,518014,extinct,1
243379,Talos sampsoni,species,243378,extinct,1
497493,Hypnovenator,genus,379275,extinct,1
497494,Hypnovenator matsubaraetoheorum,species,497493,extinct,1
518011,Troodontini,tribe,379275,extinct,130
38572,Troodon,genus,518011,extinct,103
54818,Troodon formosus,species,38572,extinct,55
54469,Troodon,genus,518011,extinct,103
470379,Albertavenator,genus,518011,extinct,4
470380,Albertavenator curriei,species,470379,extinct,4
38571,Stenonychosaurus,genus,518011,extinct,14
54467,Stenonychosaurus inequalis,species,38571,extinct,14
379273,Latenivenatrix,genus,518011,extinct,4
379274,Latenivenatrix mcmasterae,species,379273,extinct,4
518010,Xenovenator,genus,518011,extinct,5
518013,Xenovenator robustus,species,518010,extinct,3
518012,Xenovenator espinosai,species,518010,extinct,2
58888,Sinornithoides,genus,379275,extinct,2
64145,Sinornithoides youngi,species,58888,extinct,1
38618,Troodontidae,family,54468,extinct,1
67360,Troodontidae,family,38618,extinct,1
38617,Troodontidae,family,54468,extinct,1
67359,Troodontidae,family,38617,extinct,1
54471,Troodontidae,family,54468,extinct,1
38570,Pectinodon,genus,54468,extinct,9
54819,Pectinodon bakkeri,species,38570,extinct,5
68414,Pectinodon,genus,38570,extinct,1
372126,Daliansaurus,genus,54468,extinct,1
372127,Daliansaurus liaoningensis,species,372126,extinct,1
84667,Sinusonasus,genus,54468,extinct,1
84668,Sinusonasus magnodens,species,84667,extinct,1
173882,Xixiasaurus,genus,54468,extinct,1
173883,Xixiasaurus henanensis,species,173882,extinct,1
372128,Sinovenatorinae,subfamily,54468,extinct,8
379315,Jianianhualong,genus,372128,extinct,1
379316,Jianianhualong tengi,species,379315,extinct,1
193133,Xiaotingia,genus,372128,extinct,1
193134,Xiaotingia zhengi,species,193133,extinct,1
64888,Sinovenator,genus,372128,extinct,4
64889,Sinovenator changii,species,64888,extinct,3
68249,Mei,genus,372128,extinct,2
68250,Mei long,species,68249,extinct,2
391227,Almas,genus,54468,extinct,1
391228,Almas ukhaa,species,391227,extinct,1
444045,Papiliovenator,genus,54468,extinct,1
444046,Papiliovenator neimengguensis,species,444045,extinct,1
387347,Paravipus,genus,57260,extinct,1
387348,Paravipus didactyloides,species,387347,extinct,1
180309,Pamparaptor,genus,57260,extinct,1
180310,Pamparaptor micros,species,180309,extinct,1
38561,Dromaeosauridae,family,57260,extant,1015
65133,Pyroraptor,genus,38561,extinct,3
65134,Pyroraptor olympius,species,65133,extinct,3
142706,Luanchuanraptor,genus,38561,extinct,1
142707,Luanchuanraptor henanensis,species,142706,extinct,1
66532,Nuthetes,genus,38561,extinct,7
66817,Nuthetes destructor,species,66532,extinct,4
152529,Tianyuraptor,genus,38561,extinct,1
152530,Tianyuraptor ostromi,species,152529,extinct,1
470203,Daurlong,genus,38561,extinct,1
470204,Daurlong wangi,species,470203,extinct,1
143267,Microraptorinae,subfamily,38561,extinct,22
146456,Graciliraptor,genus,72105,extinct,1
146457,Graciliraptor lujiatunensis,species,146456,extinct,1
68238,Microraptor,genus,72105,extinct,10
68239,Microraptor zhaoianus,species,68238,extinct,5
295503,Microraptor zhaoianus,species,68238,extinct,5
169939,Microraptor zhaoianus,species,68238,extinct,5
68246,Microraptor gui,species,68238,extinct,1
245206,Microraptor hanqingi,species,68238,extinct,1
295502,Microraptor,genus,72105,extinct,10
169938,Microraptor,genus,72105,extinct,10
96499,Shanag,genus,72105,extinct,1
96500,Shanag ashile,species,96499,extinct,1
436454,Dromaeosauriformipes,genus,72105,extinct,1
436455,Dromaeosauriformipes rarus,species,436454,extinct,1
391290,Zhongjianosaurus,genus,72105,extinct,1
391291,Zhongjianosaurus yangi,species,391290,extinct,1
143266,Hesperonychus,genus,72105,extinct,4
143268,Hesperonychus elizabethae,species,143266,extinct,4
68204,Sinornithosaurus,genus,72105,extinct,3
68205,Sinornithosaurus millenii,species,68204,extinct,2
152532,Sinornithosaurus millenii,species,68204,extinct,2
299732,Changyuraptor,genus,72105,extinct,1
299733,Changyuraptor yangi,species,299732,extinct,1
444049,Kuru,genus,38561,extinct,1
444050,Kuru kulla,species,444049,extinct,1
102839,Velociraptorichnus,genus,38561,extinct,9
387377,Velociraptorichnus zhangi,species,102839,extinct,1
102841,Velociraptorichnus sichuanensis,species,102839,extinct,2
58873,Richardoestesia,genus,38561,extinct,238
58874,Richardoestesia gilmorei,species,58873,extinct,58
84298,Richardoestesia,genus,38561,extinct,238
84299,Asiamericana asiatica,species,58873,extinct,1
265663,Richardoestesia asiatica,species,58873,extinct,9
58875,Richardoestesia isosceles,species,58873,extinct,70
68419,Bambiraptor,genus,38561,extinct,2
82048,Bambiraptor feinbergi,species,68419,extinct,2
431993,Shri,genus,38561,extinct,2
511803,Shri rapax,species,431993,extinct,1
431994,Shri devi,species,431993,extinct,1
68206,Unenlagiinae,subfamily,38561,extinct,19
64132,Rahonavis,genus,68206,extinct,2
64130,Rahonavis,genus,68206,extinct,2
64133,Rahonavis ostromi,species,64132,extinct,2
68201,Buitreraptor,genus,68206,extinct,3
68202,Buitreraptor gonzalezorum,species,68201,extinct,3
64530,Neuquenraptor,genus,68206,extinct,2
64531,Neuquenraptor argentinus,species,64530,extinct,2
65421,Unenlagia,genus,68206,extinct,2
65422,Unenlagia comahuensis,species,65421,extinct,1
65423,Unenlagia paynemili,species,65421,extinct,1
138547,Austroraptor,genus,68206,extinct,2
138548,Austroraptor cabazai,species,138547,extinct,2
492469,Diuqin,genus,68206,extinct,1
492470,Diuqin lechiguanae,species,492469,extinct,1
444041,Ypupiara,genus,68206,extinct,1
444042,Ypupiara lopai,species,444041,extinct,1
438217,Wulong,genus,38561,extinct,1
438218,Wulong bohaiensis,species,438217,extinct,1
372130,Zhenyuanlong,genus,38561,extinct,1
372131,Zhenyuanlong suni,species,372130,extinct,1
92201,Dromaeosauroides,genus,38561,extinct,1
92202,Dromaeosauroides bornholmensis,species,92201,extinct,1
143994,Eudromaeosauria,unranked clade,38561,extant,430
38562,Deinonychus,genus,143994,extinct,47
54555,Deinonychus antirrhopus,species,38562,extinct,35
54552,Dromaeosaurinae,subfamily,143994,extinct,107
38566,Dromaeosaurus,genus,54552,extinct,48
422495,Dromaeosaurus explanatus,species,38566,extinct,1
54550,Dromaeosaurus albertensis,species,38566,extinct,20
333797,Boreonykus,genus,54552,extinct,2
333799,Boreonykus certekorum,species,333797,extinct,2
331109,Dakotaraptor,genus,54552,extinct,2
331110,Dakotaraptor steini,species,331109,extinct,2
235251,Yurgovuchia,genus,54552,extinct,2
235252,Yurgovuchia doellingi,species,235251,extinct,1
52959,Zapsalis,genus,54552,extinct,7
65357,Zapsalis abradens,species,52959,extinct,0
38626,Itemirus,genus,54552,extinct,5
66622,Itemirus medullaris,species,38626,extinct,5
454784,Vectiraptor,genus,143994,extinct,1
454785,Vectiraptor greeni,species,454784,extinct,1
54553,Velociraptorinae,subfamily,143994,extant,67
444043,Kansaignathus,genus,54553,extant,1
444044,Kansaignathus sogdianus,species,444043,extinct,1
185190,Linheraptor,genus,54553,extinct,1
185191,Linheraptor exquisitus,species,185190,extinct,1
413090,Dineobellator,genus,54553,extinct,1
413091,Dineobellator notohesperus,species,413090,extinct,1
38564,Velociraptor,genus,54553,extinct,19
54554,Velociraptor mongoliensis,species,38564,extinct,11
132124,Velociraptor osmolskae,species,38564,extinct,1
90549,Tsaagan,genus,54553,extinct,1
90550,Tsaagan mangas,species,90549,extinct,1
283585,Acheroraptor,genus,54553,extinct,3
283586,Acheroraptor temertyorum,species,283585,extinct,2
143992,Saurornitholestinae,subfamily,143994,extinct,202
38567,Saurornitholestes,genus,143992,extinct,147
54556,Saurornitholestes langstoni,species,38567,extinct,78
320177,Saurornitholestes sullivani,species,38567,extinct,1
132125,Atrociraptor,genus,143992,extinct,6
132126,Atrociraptor marshalli,species,132125,extinct,6
54557,Utahraptor,genus,143994,extinct,4
66450,Utahraptor ostrommaysi,species,54557,extinct,2
53027,Adasaurus,genus,143994,extinct,1
57261,Adasaurus mongoliensis,species,53027,extinct,1
68417,Achillobator,genus,143994,extinct,1
68418,Achillobator giganticus,species,68417,extinct,1
170642,Balaur,genus,38561,extinct,2
170643,Balaur bondoc,species,170642,extinct,2
391297,Imperobator,genus,38561,extinct,1
391298,Imperobator antarcticus,species,391297,extinct,1
364102,Halszkaraptorinae,subfamily,38561,extinct,4
133918,Mahakala,genus,364102,extinct,1
133919,Mahakala omnogovae,species,133918,extinct,1
38563,Hulsanpes,genus,364102,extinct,1
67680,Hulsanpes perlei,species,38563,extinct,1
468707,Natovenator,genus,364102,extinct,1
468708,Natovenator polydontus,species,468707,extinct,1
364103,Halszkaraptor,genus,364102,extinct,1
364104,Halszkaraptor escuilliei,species,364103,extinct,1
65135,Variraptor,genus,38561,extinct,3
65136,Variraptor mechinorum,species,65135,extinct,3
214885,Pneumatoraptor,genus,64113,extinct,1
214886,Pneumatoraptor fodori,species,214885,extinct,1
68184,Epidendrosaurus,genus,64113,extinct,1
68185,Epidendrosaurus ningchengensis,species,68184,extinct,1
255864,Eosinopteryx,genus,64113,extinct,1
255865,Eosinopteryx brevipenna,species,255864,extinct,1
137496,Epidexipteryx,genus,64113,extinct,1
137498,Epidexipteryx hui,species,137496,extinct,1
64114,Eumaniraptora,unranked clade,64113,extant,0
93919,Dromaeosauria,unranked clade,64114,extinct,0
130179,Zhongornis,genus,64113,extinct,1
130180,Zhongornis haoae,species,130179,extinct,1
372275,Caihong,genus,64113,extinct,1
372276,Caihong juji,species,372275,extinct,1
420731,Overoraptor,genus,64113,extinct,1
420732,Overoraptor chimentoi,species,420731,extinct,1
36616,Aves,class,64113,extant,15158
216791,Tatarornipes,genus,36616,extinct,5
216792,Tatarornipes chabuensis,species,216791,extinct,4
453473,Paxavipedidae,family,36616,extinct,1
453474,Paxavipes,genus,453473,extinct,1
453475,Paxavipes babcockensis,species,453474,extinct,1
287490,Archaeornithipus,genus,36616,extinct,1
287491,Archaeornithipus meijidei,species,287490,extinct,1
370057,Dolichopterus,genus,36616,extinct,1
370058,Dolichopterus viator,species,370057,extinct,1
335235,Aves,class,36616,extinct,1
335236,Aves,class,335235,extinct,1
65002,Loncornis,genus,36616,extinct,0
77264,Jindongornipodidae,family,36616,extinct,5
77265,Jindongornipes,genus,77264,extinct,5
77266,Jindongornipes kimi,species,77265,extinct,4
197832,Liaoxiornithidae,family,36616,extinct,0
484771,Aves,class,36616,extinct,0
484772,Aves,class,484771,extinct,0
335565,Paludicolae,unranked clade,36616,extant,0
370914,Micropodiformes,order,36616,extinct,0
39426,Trochili,suborder,370914,extinct,0
370913,Micropodii,suborder,370914,extinct,0
370915,Micropodidae,family,370913,extinct,0
370922,Macropterygidae,family,370913,extinct,0
277623,Barrosopus,genus,36616,extinct,1
277624,Barrosopus slobodai,species,277623,extinct,1
58909,Metornithes,unranked clade,36616,,0
415036,Panmirandornithes,unranked clade,36616,extant,1
82613,Pygostylia,unranked clade,36616,extant,33
119250,Sapeornithiformes,order,82613,extinct,0
153851,Didactylornis,genus,119250,extinct,0
119251,Sapeornithidae,family,119250,extinct,0
379296,Jinguofortisidae,family,82613,extinct,3
379294,Jinguofortis,genus,379296,extinct,1
379295,Jinguofortis perplexus,species,379294,extinct,1
372634,Chongmingia,genus,379296,extinct,1
372635,Chongmingia zhengi,species,372634,extinct,1
483441,Cratonavis,genus,379296,extinct,1
483442,Cratonavis zhui,species,483441,extinct,1
67263,Confuciusornithiformes,order,82613,extinct,24
67262,Confuciusornithidae,family,67263,extinct,24
137356,Eoconfuciusornis,genus,67262,extinct,1
137357,Eoconfuciusornis zhengi,species,137356,extinct,1
378716,Yangavis,genus,67262,extinct,1
378717,Yangavis confucii,species,378716,extinct,1
197833,Jibeinia,genus,67262,extinct,2
197835,Jibeinia luanhera,species,197833,extinct,2
67260,Confuciusornis,genus,67262,extinct,18
67265,Confuciusornis dui,species,67260,extinct,1
197820,Confuciusornis,genus,67262,extinct,18
67261,Confuciusornis sanctus,species,67260,extinct,8
197822,Confuciusornis sanctus,species,67260,extinct,8
157738,Confuciusornis sanctus,species,67260,extinct,8
171787,Confuciusornis sanctus,species,67260,extinct,8
157739,Confuciusornis sanctus,species,67260,extinct,8
197821,Confuciusornis sanctus,species,67260,extinct,8
157740,Confuciusornis chuongzhous,species,67260,extinct,0
134754,Changchengornis,genus,67262,extinct,1
134755,Changchengornis hengdaoziensis,species,134754,extinct,1
197819,Confuciusornithidae,family,67262,extinct,1
119248,Sapeornis,genus,82613,extinct,6
168561,Sapeornis,genus,82613,extinct,6
119249,Sapeornis chaoyangensis,species,119248,extinct,6
168562,Sapeornis chaoyangensis,species,119248,extinct,6
153852,Sapeornis chaoyangensis,species,119248,extinct,6
197818,Sapeornis chaoyangensis,species,119248,extinct,6
388101,Platanavis,genus,36616,extinct,1
388103,Platanavis nana,species,388101,extinct,1
452840,Psittacopasseres,unranked clade,36616,extinct,2
