taxon_no,accepted_name,accepted_rank,parent_no,is_extant,n_occs
484681,Aminornis excavatus,species,484680,extinct,0
53643,Loxornis,genus,39624,,1
53642,Loxornis clivus,species,53643,extinct,1
83446,Histrionicus,genus,39624,extant,6
83448,Histrionicus histrionicus,species,83446,extant,6
186242,Thambetochen,genus,39624,extinct,6
336215,Thambetochen xanion,species,186242,extinct,1
186243,Thambetochen chauliodous,species,186242,extinct,1
484682,Pleistoanser,genus,39624,extinct,0
484683,Pleistoanser bravardi,species,484682,extinct,0
161113,Olar,genus,39624,extant,0
39630,Sinanas,genus,39624,extinct,1
367785,Sinanas diatomas,species,39630,extinct,1
366005,Nomonyx,genus,39624,extant,2
369119,Nomonyx dominicus,species,366005,extant,2
369083,Cairina,genus,39624,extant,6
369086,Cairina moschata,species,369083,extant,6
367885,Chenoanas,genus,39624,extinct,6
424138,Chenoanas sansaniensis,species,367885,extinct,3
367886,Chenoanas deserta,species,367885,extinct,1
424137,Chenoanas asiatica,species,367885,extinct,2
229917,Tadorninae,subfamily,39624,extant,55
229920,Brantadorna,genus,229917,extinct,1
229921,Brantadorna downsi,species,229920,extinct,1
230830,Miotadorna,genus,229917,extinct,2
230831,Miotadorna sanctibathansi,species,230830,extinct,2
39631,Tadorna,genus,229917,extant,51
401359,Tadorna cristata,species,39631,extant,0
368695,Tadorna tadorna,species,39631,extant,11
401361,Tadorna cana,species,39631,extant,0
369192,Tadorna,genus,229917,extant,51
369598,Tadorna radjah,species,39631,extinct,0
335232,Tadorna,genus,229917,extant,51
368595,Tadorna ferruginea,species,39631,extant,8
143782,Tadorna variegata,species,39631,extant,15
368044,Tadorna tadornoides,species,39631,extant,3
335233,Tadorna,genus,39631,extinct,0
289769,Nannonetta,genus,229917,extinct,1
289770,Nannonetta invisitata,species,289769,extinct,1
366004,Thalassornis,genus,39624,extant,0
401321,Thalassornis leuconotus,species,366004,extant,0
495190,Uyrekura,genus,39624,extinct,1
495191,Uyrekura chalkarica,species,495190,extinct,1
129151,Oxyura,genus,39624,extant,17
229927,Oxyura bessomi,species,129151,extinct,1
401334,Oxyura vittata,species,129151,extant,0
379213,Oxyura leucocephala,species,129151,extant,1
129153,Oxyura jamaicensis,species,129151,extant,11
486173,Oxyura jamaicensis,species,129151,extant,11
289985,Oxyura hulberti,species,129151,extinct,1
401335,Oxyura australis,species,129151,extant,0
401333,Oxyura ferruginea,species,129151,extant,0
321730,Oxyura zapatanima,species,129151,extinct,1
401336,Oxyura maccoa,species,129151,extant,0
361851,Vegaviidae,unranked clade,39620,,9
243335,Polarornis,genus,361851,extinct,2
243339,Polarornis gregorii,species,243335,extinct,2
39247,Neogaeornis,genus,361851,extinct,1
53321,Neogaeornis wetzeli,species,39247,extinct,1
365872,Maaqwi,genus,361851,extinct,1
365873,Maaqwi cascadensis,species,365872,extinct,1
287998,Australornis,genus,361851,extinct,1
287999,Australornis lovei,species,287998,extinct,1
53585,Brontornis,genus,39620,extinct,9
53584,Brontornis,genus,39620,extinct,9
53587,Brontornis burmeisteri,species,53585,extinct,9
53586,Brontornis burmeisteri,species,53585,extinct,9
53593,Brontornis burmeisteri,species,53585,extinct,9
53590,Brontornis burmeisteri,species,53585,extinct,9
367795,Heterochen,genus,39620,extinct,1
367796,Heterochen vicinus,species,367795,extinct,0
431716,Heterochen pratensis,species,367795,extinct,1
135591,Petropluvialis,genus,39620,extinct,2
135592,Petropluvialis simplex,species,135591,extinct,1
98846,Anseranatidae,family,39620,extant,4
134881,Anseranas,genus,98846,extant,2
369452,Anseranas semipalmata,species,134881,extant,2
379322,Anatalavinae,subfamily,98846,extinct,0
381076,Anserpica,genus,98846,extinct,1
381077,Anserpica kiliani,species,381076,extinct,1
381073,Eoanseranas,genus,98846,extinct,1
381074,Eoanseranas handae,species,381073,extinct,1
39629,Romainvillia,genus,39620,extinct,2
367705,Romainvillia stehlini,species,39629,extinct,0
81021,Vegavis,genus,39620,extinct,3
81024,Vegavis iaai,species,81021,extinct,2
98843,Anhimae,suborder,39620,extant,3
39632,Anhimidae,family,98843,extant,3
134880,Chauna,genus,39632,extant,0
400245,Chauna chavaria,species,134880,extant,0
321676,Chauna torquata,species,134880,extant,0
462256,Chaunoides,genus,39632,extinct,1
462257,Chaunoides antiquus,species,462256,extinct,1
134879,Anhima,genus,39632,extant,2
401249,Anhima cornuta,species,134879,extant,2
495189,Romainvillidae,family,39620,extinct,0
135594,Palaeopapia,genus,39620,extinct,1
135593,Palaeopapia,genus,39620,extinct,1
135596,Palaeopapia eous,species,135594,extinct,1
105807,Galloanserimorphae,superorder,98828,extant,0
98841,Dromornithiformes,order,98828,extinct,10
39290,Dromornithidae,family,98841,extinct,10
159178,Bullockornis,genus,39290,extinct,1
159183,Genyornis,genus,39290,extinct,2
159184,Genyornis newtoni,species,159183,extinct,0
159180,Dromornis,genus,39290,extinct,3
159182,Dromornis stirtoni,species,159180,extinct,1
363765,Dromornis planei,species,159180,extinct,1
70454,Dromornis murrayi,species,159180,extinct,1
246676,Dromornis australis,species,159180,extinct,0
159181,Ilbandornis,genus,39290,extinct,2
246681,Ilbandornis lawsoni,species,159181,extinct,0
246682,Ilbandornis woodburnei,species,159181,extinct,0
430483,Dromornithidae,family,39290,extinct,0
246679,Barawertornis,genus,39290,extinct,1
246680,Barawertornis tedfordi,species,246679,extinct,1
221986,Odontoanserae,unranked clade,39305,extant,0
135323,Alciformes,order,39305,extant,0
39410,Caprimulgiformes,order,39305,extant,189
39416,Caprimulgidae,family,39410,extant,32
39396,Archaeotrogon,genus,39416,extinct,2
430183,Archaeotrogon nocturnus,species,39396,extinct,0
191558,Archaeotrogon caluxyensis,species,39396,extinct,0
370925,Archaeotrogon zitteli,species,39396,extinct,1
335040,Archaeotrogon venustus,species,39396,extinct,1
58742,Ventivorus,genus,39416,,1
58743,Ventivorus ragei,species,58742,,1
401313,Euronyctibius,genus,39416,extinct,1
401314,Euronyctibius kurochkini,species,401313,extinct,1
400736,Caprimulginae,subfamily,39416,extant,2
417440,Gactornis,genus,400736,extant,0
417441,Gactornis enarratus,species,417440,extant,0
370909,Antrostomus,genus,400736,extant,2
370912,Antrostomus noctitherus,species,370909,extant,2
417442,Antrostomus vociferus,species,370909,extant,0
400293,Antrostomus carolinensis,species,370909,extant,0
371356,Eurostopodus,genus,39416,extant,3
371359,Eurostopodus exul,species,371356,extant,2
371357,Eurostopodus mystacalis,species,371356,extant,1
369102,Chordeiles,genus,39416,extant,5
369103,Chordeiles acutipennis,species,369102,extant,1
369256,Chordeiles minor,species,369102,extant,3
369158,Phalaenoptilus,genus,39416,extant,2
369159,Phalaenoptilus nuttallii,species,369158,extant,2
371544,Siphonorhis,genus,39416,extant,4
372039,Siphonorhis brewsteri,species,371544,extant,3
372037,Siphonorhis,genus,39416,extant,4
371546,Siphonorhis americana,species,371544,extant,1
124206,Caprimulgus,genus,39416,extant,9
498111,Caprimulgus madagascariensis,species,124206,extant,1
417439,Caprimulgus aegyptius,species,124206,extant,0
369534,Caprimulgus europaeus,species,124206,extant,3
289797,Caprimulgus piurensis,species,124206,extinct,1
99105,Caprimulgi,suborder,39410,extant,1
39415,Steatornithidae,family,99105,extant,1
371764,Steatornithinae,subfamily,39415,,0
93741,Preficinae,subfamily,39415,extinct,0
99160,Steatornis,genus,39415,extant,0
399985,Steatornis caripensis,species,99160,extant,0
39414,Podargidae,family,39410,extant,2
400291,Batrachostomus,genus,39414,extant,0
401287,Batrachostomus septimus,species,400291,extant,0
400292,Batrachostomus auritus,species,400291,extant,0
369368,Podargus,genus,39414,extant,1
369369,Podargus strigoides,species,369368,extant,1
399988,Podargus ocellatus,species,369368,extant,0
399989,Podargus papuensis,species,369368,extant,0
399986,Rigidipenna,genus,39414,extant,0
399987,Rigidipenna inexpectata,species,399986,extant,0
401311,Quercypodargus,genus,39414,extinct,1
401312,Quercypodargus olsoni,species,401311,extinct,1
99108,Hemiprocnidae,family,39410,extant,0
371220,Hemiprocne,genus,99108,extant,0
400294,Hemiprocne comata,species,371220,extant,0
371219,Hemiprocne,genus,99108,extant,0
39427,Trochilidae,family,39410,extant,10
400742,Patagoninae,subfamily,39427,extant,0
371958,Trochilus,genus,39427,extant,0
399953,Trochilus polytmus,species,371958,extant,0
91335,Eurotrochilus,genus,39427,extinct,2
91336,Eurotrochilus inexpectatus,species,91335,extinct,1
372015,Trochilidae,family,39427,extant,0
400743,Trochilinae,subfamily,39427,extant,0
401144,Trochilini,tribe,400743,extant,0
400295,Amazilia,genus,401144,extant,0
400296,Amazilia tzacatl,species,400295,extant,0
400739,Phaethornithinae,subfamily,39427,extant,0
402382,Glaucis,genus,400739,extant,0
402384,Glaucis aeneus,species,402382,extant,0
402385,Glaucis hirsutus,species,402382,extant,0
402383,Glaucis dohrnii,species,402382,extant,0
400738,Florisuginae,subfamily,39427,extant,0
400740,Polytminae,subfamily,39427,extant,0
372020,Mellisuga,genus,39427,extant,1
372021,Mellisuga minima,species,372020,extant,1
372046,Anthracothorax,genus,39427,extant,1
372048,Anthracothorax dominicus,species,372046,extant,1
371960,Orthorhyncus,genus,39427,extant,1
371961,Orthorhyncus cristatus,species,371960,extant,1
372017,Chlorostilbon,genus,39427,extant,3
372018,Chlorostilbon swainsonii,species,372017,extant,1
372347,Chlorostilbon ricordii,species,372017,extant,2
400741,Lesbiinae,subfamily,39427,extant,0
99104,Aegotheli,suborder,39410,extant,0
39423,Apodidae,family,39410,extant,119
130719,Chaetura,genus,39423,extant,2
369208,Chaetura pelagica,species,130719,extant,2
430218,Chaetura baconica,species,130719,extinct,0
39425,Cypseloides,genus,39423,extant,1
372036,Cypseloides niger,species,39425,extant,1
400737,Cypseloidinae,subfamily,39423,extant,0
370565,Aerodramus,genus,39423,extant,64
370701,Aerodramus sawtelli,species,370565,extant,2
373130,Aerodramus salangana,species,370565,extant,2
372581,Aerodramus vanikorensis,species,370565,extant,14
370567,Aerodramus fuciphagus,species,370565,extant,32
371222,Aerodramus spodiopygius,species,370565,extant,14
230837,Collocalia,genus,39423,extant,21
430605,Collocalia buday,species,230837,extinct,0
370923,Collocalia incerta,species,230837,extinct,0
373143,Collocalia troglodytes,species,230837,extant,1
370564,Collocalia esculenta,species,230837,extant,14
381079,Procypseloides,genus,39423,extinct,1
430215,Procypseloides mourerchauvireae,species,381079,extinct,0
381081,Procypseloides ignotus,species,381079,extinct,1
99110,Apodinae,subfamily,39423,extant,21
39424,Apus,genus,99110,extant,21
369020,Apus apus,species,39424,extant,7
430217,Apus wetmorei,species,39424,extinct,0
498110,Apus balstoni,species,39424,extant,1
369533,Apus melba,species,39424,extant,4
369500,Apus pallidus,species,39424,extant,1
369498,Apus,genus,99110,extant,21
370920,Cypselus ignotus,species,39424,extinct,0
372013,Streptoprocne,genus,39423,extant,1
372014,Streptoprocne zonaris,species,372013,extant,1
99109,Cypselinae,subfamily,39423,extant,0
39411,Aegothelidae,family,39410,extant,23
39412,Quipollornis,genus,39411,extinct,0
430604,Quipollornis koniberi,species,39412,extinct,0
143820,Aegotheles,genus,39411,extant,23
371331,Aegotheles savesi,species,143820,extant,4
39413,Aegotheles,genus,39411,extant,23
368176,Aegotheles novaezealandiae,species,143820,extinct,15
369382,Aegotheles cristatus,species,143820,extant,3
99106,Nyctibiidae,family,39410,extant,2
371542,Nyctibius,genus,99106,extant,2
371543,Nyctibius jamaicensis,species,371542,extant,1
400289,Nyctibius aethereus,species,371542,extant,0
400290,Nyctibius griseus,species,371542,extant,0
400288,Nyctibius grandis,species,371542,extant,0
39590,Juncitarsus,genus,39305,extinct,2
170996,Juncitarsus gracillimus,species,39590,extinct,2
356987,Juncitarsus merkeli,species,39590,extinct,0
134986,Eurolimnornithiformes,order,39305,extinct,0
134985,Eurolimnornithidae,family,134986,extinct,0
39244,Odontognathae,superorder,39241,extinct,0
326041,Cathartiformes,order,39241,extant,131
99060,Cathartidae,family,326041,extant,131
39651,Pliogyps,genus,99060,extinct,2
289243,Pliogyps charon,species,39651,extinct,1
137206,Pliogyps fisheri,species,39651,extinct,1
191554,Tapinopus,genus,99060,extinct,0
191555,Tapinopus ellioti,species,191554,extinct,0
53562,Dryornis,genus,99060,extinct,3
484702,Dryornis hatcheri,species,53562,extinct,1
146063,Dryornis pampeanus,species,53562,extinct,2
491160,Gigantohierax,genus,99060,extinct,0
491162,Gigantohierax itchei,species,491160,extinct,0
491161,Gigantohierax suarezi,species,491160,extinct,0
137185,Coragyps,genus,99060,extant,30
291537,Coragyps,genus,99060,extant,30
491158,Coragyps seductus,species,137185,extinct,0
370285,Coragyps shastensis,species,137185,extinct,3
161512,Coragyps atratus,species,137185,extant,14
368436,Coragyps atratus,species,137185,extant,14
370284,Coragyps occidentalis,species,137185,extinct,11
137181,Gymnogyps,genus,99060,extant,30
289981,Gymnogyps kofordi,species,137181,extinct,2
289776,Gymnogyps howardae,species,137181,extinct,1
137182,Gymnogyps californianus,species,137181,extant,21
289982,Gymnogyps californianus,species,137181,extant,21
137183,Gymnogyps,genus,99060,extant,30
137175,Cathartes,genus,99060,extant,31
137176,Cathartes aura,species,137175,extant,28
137187,Cathartes melambrotus,species,137175,extant,0
137186,Cathartes burrovianus,species,137175,extant,0
146069,Cathartes fossilis,species,137175,extinct,1
326043,Kuntur,genus,99060,extinct,1
326046,Kuntur cardenasi,species,326043,extinct,1
370286,Cathartidarum,genus,99060,extinct,0
39648,Breagyps,genus,99060,extinct,5
368493,Breagyps clarki,species,39648,extinct,5
39653,Vultur,genus,99060,extant,5
103973,Vultur gryphus,species,39653,extant,3
479589,Vultur messii,species,39653,extinct,1
137179,Cathartinae,subfamily,99060,extant,0
478329,Vulturinae,subfamily,99060,extant,18
372263,Wingegyps,genus,39647,extinct,3
372264,Wingegyps cartellei,species,372263,extinct,2
172877,Palaeogyps,genus,39647,extinct,1
172902,Palaeogyps prodromus,species,172877,extinct,1
289774,Geronogyps,genus,39647,extinct,2
289775,Geronogyps reliquus,species,289774,extinct,2
142414,Perugyps,genus,39647,extinct,1
142415,Perugyps diazi,species,142414,extinct,1
289468,Aizengyps,genus,39647,extinct,1
289469,Aizengyps toomeyae,species,289468,extinct,1
172876,Phasmagyps,genus,39647,extinct,1
172901,Phasmagyps patritus,species,172876,extinct,1
39649,Diatopornis,genus,39647,extinct,0
53352,Hadrogyps,genus,39647,extinct,1
53351,Hadrogyps aigialeus,species,53352,extinct,1
53328,Diatropornis,genus,39647,extinct,2
478327,Pampagyps,genus,39647,extinct,2
478328,Pampagyps imperator,species,478327,extinct,2
39652,Sarcoramphus,genus,99060,extant,3
370279,Sarcorhamphus patruus,species,39652,extinct,0
414497,Sarcoramphus kernensis,species,39652,extinct,0
146073,Sarcorhamphus fossilis,species,39652,extinct,1
137199,Sarcoramphus papa,species,39652,extant,0
289777,Sarcoramphus fischeri,species,39652,extinct,1
141074,Neornithes,subclass,39241,extinct,2
368332,Leptosomiformes,order,39241,extant,11
39650,Plesiocathartes,genus,368332,extinct,4
479349,Plesiocathartes insolitipes,species,39650,extinct,1
430209,Plesiocathartes gaillardi,species,39650,extinct,0
366898,Plesiocathartes kelleri,species,39650,extinct,1
370282,Plesiocathartes europaeus,species,39650,extinct,1
39373,Leptosomidae,family,368332,extant,4
99161,Leptosomus,genus,39373,extant,4
373498,Leptosomus discolor,species,99161,extant,3
479350,Waltonavis,genus,368332,extinct,2
479351,Waltonavis paraleptosomus,species,479350,extinct,1
479352,Waltonavis danielsi,species,479350,extinct,1
371338,Eurypygiformes,order,39241,extant,5
39509,Rhynochetidae,family,371338,extant,5
371337,Rhynochetos,genus,39509,extant,5
401278,Rhynochetos jubatus,species,371337,extant,0
371339,Rhynochetos orarius,species,371337,extinct,2
401782,Alectromorphae,order,39241,extant,0
401783,Turnices,suborder,401782,extant,0
373480,Mesitornithiformes,order,39241,extant,1
39511,Mesitornithidae,family,373480,extant,1
401279,Mesitornis,genus,39511,extant,0
401280,Mesitornis variegatus,species,401279,extant,0
401281,Mesitornis unicolor,species,401279,extant,0
373479,Monias,genus,39511,extant,1
373481,Monias benschi,species,373479,extant,1
206277,Picocoraciae,unranked clade,39241,extant,2
178532,Alcediniformes,order,206277,extant,1
379220,Pterocliformes,order,39241,extant,12
39350,Pteroclidae,family,379220,extant,12
39351,Pterocles,genus,39350,extant,10
399884,Pterocles senegallus,species,39351,extant,2
379218,Pterocles orientalis,species,39351,extant,2
399885,Pterocles gutturalis,species,39351,extant,0
399891,Pterocles lichtensteinii,species,39351,extant,0
335030,Pterocles sepultus,species,39351,extinct,0
399882,Pterocles namaqua,species,39351,extant,0
399888,Pterocles decoratus,species,39351,extant,0
373482,Pterocles personatus,species,39351,extant,3
